feature,value,0,1,2,3,4
attn_1_2_outputs,1,-1.5283358,-0.72874576,-0.041267812,0.50432074,0.7207034
attn_1_2_outputs,2,-2.1524906,-1.4178498,-0.23976703,0.5307006,0.846142
attn_1_2_outputs,3,-1.6733893,-0.9745889,0.10082812,1.1479847,1.320626
attn_1_2_outputs,4,-1.845198,-1.1425078,-0.029509906,0.99707484,1.812993
attn_1_2_outputs,</s>,-1.6815451,-1.1810516,-0.14719734,0.98243624,0.6956563
attn_1_2_outputs,<pad>,-0.10314792,-0.65613246,-0.23521088,0.07509191,0.4127675
attn_1_2_outputs,<s>,-1.3912352,-0.77955234,0.19504596,0.3335745,0.43344548
attn_1_2_outputs,_,-0.4988124,-0.6963233,-0.5806045,-0.4455326,0.2180659
attn_1_2_outputs,_,-0.33649096,-0.93941396,-0.24366619,0.16020876,1.6811965
attn_1_2_outputs,_,0.089743294,-0.8754091,-0.39456654,-0.20227273,0.58370954
attn_1_2_outputs,_,-1.0934484,-0.08643796,0.19430514,0.54793,0.81617063
attn_1_2_outputs,_,-0.33153802,-1.1472907,-0.71674967,-0.02527614,0.5820666
attn_1_2_outputs,_,-0.056185454,-0.70450556,0.0687402,-0.2531692,1.2835336
attn_1_2_outputs,_,0.17621328,0.43918177,0.6627066,0.33601904,0.6094846
attn_1_2_outputs,_,-0.64703566,0.6623108,0.34318292,0.5330624,-0.17865965
attn_1_3_outputs,0,-0.42733777,-0.34402624,0.16013947,0.5608492,0.35208663
attn_1_3_outputs,1,-1.0254219,-0.423135,0.17837243,1.1088412,1.1007503
attn_1_3_outputs,2,-2.0160794,-1.0554295,-0.18524306,0.58523583,0.5569249
attn_1_3_outputs,3,-1.7921661,-0.92352235,0.20457454,1.418569,1.0450906
attn_1_3_outputs,4,-2.4911964,-1.4530863,-0.21691647,1.1692429,1.6418707
attn_1_3_outputs,</s>,-2.1830926,-1.3665838,-0.39155504,0.8348783,1.2273877
attn_1_3_outputs,<pad>,-0.4180865,0.19210373,-0.30580887,-0.23234257,1.364397
attn_1_3_outputs,<s>,-1.0023596,-0.29044452,0.53055584,-0.8306743,1.7334523
attn_1_3_outputs,_,0.65681547,-0.39410257,-0.19928683,0.34508112,0.26369473
attn_1_3_outputs,_,-0.20803265,0.022762915,-0.36628702,-0.050027896,0.05626895
attn_1_3_outputs,_,-0.41548416,-0.4394454,-0.43477604,0.77310175,1.1095002
attn_1_3_outputs,_,-0.1163479,-0.24608812,-0.73539865,0.084975764,-0.22307646
attn_1_3_outputs,_,-0.03354446,-0.74994195,-0.5739455,0.33404624,-0.7097472
attn_1_3_outputs,_,0.684493,-0.5920956,0.005265821,0.44511485,0.030575022
attn_1_3_outputs,_,0.46360934,-0.15533665,-0.001957224,0.44219673,-0.3874136
attn_1_3_outputs,_,0.1944798,0.13066418,0.25137815,0.30836758,-0.069468506
attn_2_0_outputs,0,-1.1109569,-0.55020374,-0.25387478,0.6760488,0.82907414
attn_2_0_outputs,1,-1.5239067,-0.7156651,-0.23511939,0.84045607,0.89182794
attn_2_0_outputs,2,-1.8858392,-0.9949182,-0.3867981,0.5588795,0.8207255
attn_2_0_outputs,3,-1.0976243,-0.30649486,0.26488745,1.5463887,1.6599424
attn_2_0_outputs,4,-1.5480999,-0.7927701,-0.14772639,1.1851336,1.8690033
attn_2_0_outputs,</s>,-1.7555879,-1.1657124,-0.4157928,1.1690981,1.4288745
attn_2_0_outputs,<pad>,-0.9041641,-0.69071114,0.45936778,-0.48209223,0.36899903
attn_2_0_outputs,<s>,-1.1742163,-0.4731346,0.06887606,0.6357603,1.6042175
attn_2_0_outputs,_,0.07771016,-0.8839496,-0.64380974,0.5063074,1.2124166
attn_2_0_outputs,_,-0.24184002,-0.53937435,-0.7354886,0.3088412,0.79664797
attn_2_0_outputs,_,-0.33586124,-0.68215966,-0.3155616,-0.29076338,0.54713947
attn_2_0_outputs,_,-0.1369497,-0.2369855,0.10628395,0.2485389,1.1378347
attn_2_0_outputs,_,-0.8120388,0.12324435,-0.47401717,0.8223431,1.3369905
attn_2_0_outputs,_,-0.25925034,-0.29325354,-0.43162343,-0.046884086,0.37109458
attn_2_0_outputs,_,0.01599632,-0.49446994,0.025351308,0.042236757,1.0991412
attn_2_0_outputs,_,-0.32452318,-0.78605604,0.06989831,-0.0045335228,0.54529315
attn_2_1_outputs,0,-1.4057469,-1.2904223,-0.24264981,0.38639826,0.31248048
attn_2_1_outputs,1,-1.3814319,-0.9651207,0.024994968,0.5723217,0.52103657
attn_2_1_outputs,2,-1.5219749,-0.85124516,0.39656997,0.80445004,0.70279855
attn_2_1_outputs,3,-0.92791086,-0.537773,0.87502337,1.8625941,1.4863147
attn_2_1_outputs,4,-1.8540777,-1.3794107,0.1411327,1.247141,1.7178932
attn_2_1_outputs,</s>,-1.601357,-1.1905245,0.48747706,1.5335035,1.5687517
attn_2_1_outputs,<pad>,-0.28507805,-1.1077809,-0.34774658,-0.362194,1.1029875
attn_2_1_outputs,<s>,-1.0974237,-0.5846455,0.56233215,0.26309446,1.3876892
attn_2_1_outputs,_,-0.059708178,-0.2974434,-0.9618543,0.9076195,0.6822618
attn_2_1_outputs,_,0.043101147,-0.231398,-0.46283922,0.56658614,0.5522188
attn_2_1_outputs,_,-0.0764258,-0.6443019,0.015295986,0.33599132,0.3378957
attn_2_1_outputs,_,0.17100665,-0.67527854,-0.37346527,0.26176992,0.6478825
attn_2_1_outputs,_,-0.08974922,-0.14974009,-0.09173642,0.25040844,0.12311868
attn_2_1_outputs,_,-0.295723,0.11222413,-1.1119262,0.42849568,0.17364265
attn_2_1_outputs,_,-0.013343222,-0.18423459,-0.4524813,0.7665973,0.1907628
attn_2_1_outputs,_,0.11736518,-0.419404,-0.21563625,-0.1149692,0.41725862
attn_2_2_outputs,0,-1.1191287,-1.2361714,-0.29486534,0.3357081,0.6208143
attn_2_2_outputs,1,-1.4917803,-1.3549254,-0.55644447,0.040864814,0.36386368
attn_2_2_outputs,2,-1.7369874,-1.3501761,-0.1313482,0.35352066,0.5950241
attn_2_2_outputs,3,-0.95749277,-0.693887,0.52327216,1.6711357,1.640237
attn_2_2_outputs,4,-1.3490124,-1.1461402,0.024824927,1.1575214,1.867892
attn_2_2_outputs,</s>,-1.4933102,-1.2844706,0.11496841,0.8021763,1.5255127
attn_2_2_outputs,<pad>,-0.21949595,-0.5312992,-0.03470906,-0.041633222,1.4009248
attn_2_2_outputs,<s>,-1.3362159,-1.2159135,-0.19029403,0.3119335,0.7525109
attn_2_2_outputs,_,0.39540422,-0.9374919,-0.24075283,0.8995171,0.22187969
attn_2_2_outputs,_,0.0782511,-0.9851555,-0.48052168,0.63465345,0.8051037
attn_2_2_outputs,_,0.3025643,0.3507506,0.21288034,0.098001845,-0.027318766
attn_2_2_outputs,_,-0.5195249,-0.29854396,-1.0345017,-0.17022787,0.3683505
attn_2_2_outputs,_,-0.06586126,-0.3707413,0.18981363,0.03464879,-0.27176082
attn_2_2_outputs,_,0.6832465,0.45457798,-0.05361763,0.6242428,0.0542739
attn_2_2_outputs,_,0.5618446,0.18345787,0.3461319,0.45072305,0.4621082
attn_2_2_outputs,_,0.56150615,0.16523412,-0.63116956,0.26884782,0.29505727
attn_2_3_outputs,0,-1.6212958,-0.99353343,-0.18855968,0.017250432,0.5894029
attn_2_3_outputs,1,-1.784598,-1.0753497,-0.07672695,-0.07825499,0.656823
attn_2_3_outputs,2,-1.9199659,-0.76208997,0.27147713,0.3390253,0.99296665
attn_2_3_outputs,3,-1.5252956,-0.5726845,0.63431054,1.2083123,1.6660466
attn_2_3_outputs,4,-2.2290378,-1.2050765,-0.0059938426,0.552708,1.6334687
attn_2_3_outputs,</s>,-1.7799598,-0.62869614,0.3199451,1.0915846,1.4214879
attn_2_3_outputs,<pad>,-0.6166689,0.44105166,0.40949878,0.6504059,0.61745304
attn_2_3_outputs,<s>,-1.5468115,-0.60774153,0.5521529,0.060380615,1.8762009
attn_2_3_outputs,_,0.9440274,-0.45229498,-0.71773094,0.49350688,0.5928288
attn_2_3_outputs,_,0.8986697,-0.4451009,-0.10219372,1.1136987,1.0601568
attn_2_3_outputs,_,0.6617259,-0.48090824,-0.26765463,0.18876909,0.31957537
attn_2_3_outputs,_,0.08533843,-0.5622149,-0.17722657,-0.045617223,-0.040874764
attn_2_3_outputs,_,0.3396093,-0.46775457,0.36952347,0.027836667,-0.86910665
attn_2_3_outputs,_,0.018551547,0.35149637,-0.30705792,-0.49107805,0.74236447
attn_2_3_outputs,_,0.48940158,0.27928343,0.3924535,0.2769455,0.25905347
attn_2_3_outputs,_,-0.2878586,0.22160353,0.3166902,1.4380474,0.8244707
mlp_0_0_outputs,0,3.8464665,-1.0681176,-1.7016766,-1.2846198,-1.8020281
mlp_0_0_outputs,1,-1.8426194,-0.73151547,-2.2194917,1.6692828,3.2430925
mlp_0_0_outputs,10,0.60097426,-0.043957107,0.3569756,0.29806152,0.2930737
mlp_0_0_outputs,11,-3.0387394,-2.4336584,2.5474799,0.99124384,0.2787934
mlp_0_0_outputs,12,-8.272611,-5.1232524,1.5338991,3.34144,4.3258076
mlp_0_0_outputs,13,0.021777457,0.08976257,0.05867354,0.35020104,-0.33670503
mlp_0_0_outputs,14,-0.6329892,-0.18943107,-0.054212846,-0.13190287,-0.7963129
mlp_0_0_outputs,15,0.782803,0.6098234,0.070557445,-0.50426716,-0.9898642
mlp_0_0_outputs,2,-7.4831123,-3.5467122,2.5842276,2.2252119,2.2285728
mlp_0_0_outputs,3,0.43309632,-0.35302764,-0.49633273,-0.73657006,-0.73606926
mlp_0_0_outputs,4,1.1926854,-0.20011063,-0.47479963,-0.09906099,-0.5394545
mlp_0_0_outputs,5,-1.0508393,0.70766854,1.9247713,-0.774467,-2.5449884
mlp_0_0_outputs,6,4.736615,1.7938867,-1.7476344,-6.823118,-9.56867
mlp_0_0_outputs,7,0.56875414,-0.85769993,-0.115198545,-0.39399502,-0.84264684
mlp_0_0_outputs,8,1.5855634,-0.17070362,0.083760455,0.07396682,-0.27874398
mlp_0_0_outputs,9,-0.6026279,-0.15538637,-0.1127839,-0.32096073,0.42596793
mlp_0_1_outputs,0,-0.39648795,-0.7791338,0.9213484,0.035078652,-0.07574902
mlp_0_1_outputs,1,-0.7159303,-0.087020315,0.45518422,0.7885061,-0.80919164
mlp_0_1_outputs,10,-0.92687213,-0.11299626,0.748393,0.99625975,-0.6658924
mlp_0_1_outputs,11,-1.4543008,0.40818733,1.543541,0.66511476,-1.6760284
mlp_0_1_outputs,12,-0.34611505,-0.63641036,0.397078,0.3036522,0.40788358
mlp_0_1_outputs,13,-0.006919703,-0.008247201,-0.0043055927,0.52424794,-0.118603155
mlp_0_1_outputs,14,0.9489598,-0.23090509,0.007704208,-0.38975325,0.4069508
mlp_0_1_outputs,15,-18.29784,-1.7898873,4.3347187,3.2344928,3.4309053
mlp_0_1_outputs,2,-0.072402455,-0.33142054,0.12916408,-0.30286482,0.6133444
mlp_0_1_outputs,3,0.056972977,-2.2797418,0.504697,1.7814878,2.2824612
mlp_0_1_outputs,4,0.43973896,0.13326898,-0.40703058,0.03833191,-0.39354295
mlp_0_1_outputs,5,1.5089173,0.21192084,-0.2890226,-0.38012323,-0.9362564
mlp_0_1_outputs,6,1.1579082,0.022006815,0.22849321,0.2417845,0.23454967
mlp_0_1_outputs,7,0.061670944,-0.32847112,-0.07303683,-0.12021273,-0.70932
mlp_0_1_outputs,8,-10.086178,-4.0552683,-0.8034997,2.202711,4.4993644
mlp_0_1_outputs,9,0.9562974,2.5414796,0.17421918,-3.956618,-5.59487
mlp_1_0_outputs,0,0.7963554,0.19988163,-0.18569441,-0.069884084,-0.14995386
mlp_1_0_outputs,1,-0.58890605,-0.28793845,0.10828708,-0.28636065,0.43654564
mlp_1_0_outputs,10,0.12326738,-0.41581166,0.66520554,-0.35432085,-0.8183289
mlp_1_0_outputs,11,0.44832233,-0.32236198,0.44119358,0.09480485,-1.0292501
mlp_1_0_outputs,12,-0.51837003,-0.25640535,-0.29740325,0.18274546,0.4601959
mlp_1_0_outputs,13,-0.1835305,0.3674052,0.5988175,0.55302614,-0.039169595
mlp_1_0_outputs,14,-0.028734602,-0.06949943,-0.29631323,-0.3885422,-0.9027136
mlp_1_0_outputs,15,0.050708193,0.6791727,-0.3628296,-0.25626823,-0.62725294
mlp_1_0_outputs,2,0.12534799,-0.19504459,0.3428427,0.44578835,0.65855145
mlp_1_0_outputs,3,0.6723681,0.71374947,-0.022297923,0.2504173,0.17509322
mlp_1_0_outputs,4,-3.3337154,0.8173683,1.7861809,0.06591869,-0.06898469
mlp_1_0_outputs,5,-0.08983713,-0.49341732,0.084230945,-0.1545559,-0.07936031
mlp_1_0_outputs,6,2.7862546,1.8348029,-1.8125612,-6.1280103,-6.9930205
mlp_1_0_outputs,7,-6.660496,-2.32251,0.8337739,2.18151,2.1569235
mlp_1_0_outputs,8,1.1174332,0.4039394,-0.017050456,0.033411354,-0.5060494
mlp_1_0_outputs,9,-0.36973435,-0.053106293,0.30752996,-0.2561689,0.36887464
mlp_1_1_outputs,0,0.6485883,-0.5722499,0.50697875,-0.28168595,-0.24796921
mlp_1_1_outputs,1,-1.0094584,1.4763247,0.6632469,-0.6083235,-2.4787562
mlp_1_1_outputs,10,0.8589326,0.23495413,-0.24150033,-0.33620557,-0.3173678
mlp_1_1_outputs,11,-6.5071187,0.34141976,2.671439,2.6874666,3.606924
mlp_1_1_outputs,12,-1.5938956,1.1535125,1.3365779,-0.23411305,-2.1777506
mlp_1_1_outputs,13,-1.6280282,-4.860308,-2.0781574,3.1046753,4.2383933
mlp_1_1_outputs,14,-1.0745609,-1.0545583,0.1713973,-0.14154214,0.59060097
mlp_1_1_outputs,15,-0.21155317,0.7778099,-0.26149398,-0.16269992,-0.35822803
mlp_1_1_outputs,2,1.1297812,-2.820042,0.621059,1.3567494,2.009254
mlp_1_1_outputs,3,5.3395195,0.9126736,-3.2786095,-6.258105,-6.905251
mlp_1_1_outputs,4,-2.1630363,-2.415551,0.67202735,1.4685869,2.300901
mlp_1_1_outputs,5,0.70064145,-0.3583749,-0.42179814,-0.2423447,0.718073
mlp_1_1_outputs,6,0.16910627,-1.0887017,0.23697531,0.23105101,-0.22262448
mlp_1_1_outputs,7,-10.810535,-0.46081883,1.8686364,2.227096,3.0165496
mlp_1_1_outputs,8,-0.07469382,-0.0004855459,0.49926147,-0.3493947,0.6606136
mlp_1_1_outputs,9,-1.1808075,1.4787058,1.2833604,-0.34456182,-2.2510202
mlp_2_0_outputs,0,3.399315,1.4058006,0.34463355,-4.251197,-5.2403727
mlp_2_0_outputs,1,-1.2301966,1.4121989,0.3551562,-0.32590225,-0.3670092
mlp_2_0_outputs,10,2.2631266,0.11242016,0.181964,-0.34944034,-0.28005147
mlp_2_0_outputs,11,-1.6759065,-0.7797517,-0.012766876,0.94397396,0.9884391
mlp_2_0_outputs,12,-5.615378,-1.8885145,0.2958601,1.867549,2.9890494
mlp_2_0_outputs,13,0.6435435,0.12909032,-0.13301593,-0.09223331,-0.2837783
mlp_2_0_outputs,14,-1.7568611,-0.07684053,0.5829697,0.2826146,0.39449286
mlp_2_0_outputs,15,-0.04522947,0.38383493,-0.3269464,0.5627793,0.4270243
mlp_2_0_outputs,2,-0.08820982,0.03253003,-0.43178517,-1.4651511,-1.1674899
mlp_2_0_outputs,3,-2.078663,0.4317105,1.7277714,1.8589308,1.141997
mlp_2_0_outputs,4,-5.7948413,-2.0652623,0.03919029,2.1488962,2.6274974
mlp_2_0_outputs,5,-3.8320682,-0.29298759,1.3936602,2.9754987,2.6800966
mlp_2_0_outputs,6,-0.24423267,-0.43414283,-0.21843362,0.35903144,-0.158259
mlp_2_0_outputs,7,0.44002518,-0.15792683,0.5337576,-0.46876112,-0.7728441
mlp_2_0_outputs,8,-0.3818785,-0.99911684,-0.08436404,-0.50955105,0.22173312
mlp_2_0_outputs,9,-0.084290445,0.05670773,0.68463165,-0.83176786,0.2964785
mlp_2_1_outputs,0,-0.14858764,-0.8398446,-0.33743137,0.031927075,1.9495512
mlp_2_1_outputs,1,0.9343561,0.72809327,-0.07928225,0.20662874,-0.2121288
mlp_2_1_outputs,10,-0.3017259,-1.1710093,-0.7706755,0.18311708,2.0144637
mlp_2_1_outputs,11,-3.8427522,-1.3864355,0.61256546,1.337353,2.9739199
mlp_2_1_outputs,12,0.02449676,-0.8704411,-0.36502182,0.23041129,1.9095514
mlp_2_1_outputs,13,-1.0824267,1.3736534,2.2529979,2.0162454,-4.945473
mlp_2_1_outputs,14,0.022522986,-0.9074937,-0.5899248,0.30288222,1.71308
mlp_2_1_outputs,15,-0.48247057,-0.3831226,0.27516532,-0.09752639,0.14157909
mlp_2_1_outputs,2,-0.6599496,-1.211125,-0.23663105,0.5439352,2.5622404
mlp_2_1_outputs,3,0.50006837,-0.18513122,0.8060717,0.027896415,-0.485067
mlp_2_1_outputs,4,-0.12107647,-0.84034866,-0.61696494,-0.033505328,1.5021464
mlp_2_1_outputs,5,0.6627488,-0.5451301,-0.18716803,0.52902526,-0.98372036
mlp_2_1_outputs,6,-0.20091835,0.22840948,0.5381766,0.25416738,0.25073883
mlp_2_1_outputs,7,0.35120586,-0.059571862,0.46538404,-0.30883312,-0.059460204
mlp_2_1_outputs,8,-0.059340466,0.029872086,0.32203695,-0.12304147,0.23545052
mlp_2_1_outputs,9,-0.12560034,-0.8812691,-0.5069375,0.08277618,1.9770205
num_attn_0_0_outputs,_,-11.488184,-1.2657002,3.334458,5.8507905,6.753051
num_attn_0_1_outputs,_,-0.41706884,-0.6198255,-0.5722758,-0.6382849,1.5896784
num_attn_0_2_outputs,_,-1.9071794,-1.3794072,-0.35684136,0.11745786,0.24343327
num_attn_0_3_outputs,_,-0.6623413,-0.3133763,-0.32092535,-0.3740682,1.6583378
num_attn_1_0_outputs,_,0.7572803,0.027566047,-1.3073357,0.43328694,0.6598229
num_attn_1_1_outputs,_,-0.6553269,-0.32693532,0.15423614,0.17836893,0.21348883
num_attn_1_2_outputs,_,-0.32749072,-0.33911014,-0.27107129,-0.44584364,-0.118961036
num_attn_1_3_outputs,_,-2.9577742,-4.4095674,0.41360223,2.714381,3.288378
num_attn_2_0_outputs,_,0.21661383,0.16029751,0.1693174,0.3006746,0.39180493
num_attn_2_1_outputs,_,-0.759131,-0.6151721,-0.15702884,0.4375436,0.6570903
num_attn_2_2_outputs,_,-1.441839,-1.1046737,-0.36098862,0.24584389,0.4253516
num_attn_2_3_outputs,_,-1.0150018,-0.86731434,-0.53153825,-0.10109626,0.034726508
num_mlp_0_0_outputs,0,-0.45061225,-0.42897332,0.24586207,0.47831053,1.1523986
num_mlp_0_0_outputs,1,-0.9792646,-0.68301713,-0.017802516,0.052289672,0.32578462
num_mlp_0_0_outputs,10,-0.39530447,0.3731695,1.155412,1.8018899,2.1209238
num_mlp_0_0_outputs,11,-1.334726,-0.81015897,-0.134483,0.08678867,0.29310006
