feature,value,1,2,3,4,5,6
attn_2_1_outputs,10,0.14973359,0.97446513,0.45146263,-0.487027,-1.8894595,-1.1117715
attn_2_1_outputs,11,-0.06798846,0.687356,0.634223,0.45561278,0.14117652,-0.54059017
attn_2_1_outputs,12,0.6288272,0.98734057,0.28838092,-0.045484316,-0.86775786,-4.44016
attn_2_1_outputs,13,0.17198089,0.72883946,0.2797854,-0.15937677,-0.087837234,-0.4208539
attn_2_1_outputs,14,-0.24279876,0.45362994,0.2691138,-0.08018665,-0.44236335,-1.5733457
attn_2_1_outputs,15,0.27017814,0.7818395,0.22263317,-0.07987176,-0.17414917,-0.36579293
attn_2_1_outputs,2,0.5190008,1.0631963,0.29427305,-0.07569866,-0.313356,-1.5476475
attn_2_1_outputs,3,-0.19338647,0.5359079,0.25490484,0.09307311,-0.4886237,-1.5479258
attn_2_1_outputs,4,0.117522895,0.39473692,-0.21262853,-0.855799,-1.4524702,-2.7748773
attn_2_1_outputs,5,0.51102585,0.30555603,0.72079396,-2.398548,2.2310731,-0.85149395
attn_2_1_outputs,6,-0.76321316,0.3733082,-0.054466963,0.0009248674,-3.628565,1.1703436
attn_2_1_outputs,7,-0.32002133,0.06045669,-0.1268813,-0.5243373,-0.07742004,0.58858335
attn_2_1_outputs,8,0.048025742,0.6152382,0.342419,-0.15620135,-0.7321566,-2.8333972
attn_2_1_outputs,9,0.4129133,0.9756362,0.35660893,-0.27510938,-0.46397954,-2.3412538
mlp_0_0_outputs,0,-0.2883299,-0.29655161,-0.07347717,0.21134548,0.08024669,-0.8539023
mlp_0_0_outputs,1,-0.32481527,-0.24674807,0.058462705,0.10997665,-0.3909973,0.09216387
mlp_0_0_outputs,10,0.46162057,0.28312957,0.2074257,-0.9367365,-1.8997133,-1.5357414
mlp_0_0_outputs,11,0.5162127,0.5040513,0.5162197,0.3684346,-0.020446653,-0.6782443
mlp_0_0_outputs,12,1.2908689,1.3235348,-0.677421,-3.7524095,-8.036138,-4.161549
mlp_0_0_outputs,13,0.17346369,0.16687414,0.44585004,0.10815815,-0.08405598,-0.04288952
mlp_0_0_outputs,14,0.3090997,0.1377242,-0.10134852,-0.47479284,-0.6861094,-1.9636043
mlp_0_0_outputs,15,0.5710466,0.2379758,0.24138989,0.6806668,-0.18381402,-0.45098302
mlp_0_0_outputs,2,0.70898217,0.4906814,-0.086806975,-0.92783505,-1.3604525,-3.031855
mlp_0_0_outputs,3,0.0066416287,-0.028708356,-0.080107,-0.3330849,-0.68823713,-1.8051413
mlp_0_0_outputs,4,-0.18456756,-0.79722863,-0.7579856,-0.33062902,-0.1285341,-0.023680061
mlp_0_0_outputs,5,0.038330063,0.031697087,0.39977232,0.8407224,0.18148752,-0.11458241
mlp_0_0_outputs,6,0.47423562,-0.095898904,-0.13754529,-0.12959976,0.23191237,0.17691316
mlp_0_0_outputs,7,0.05623623,0.15502372,0.2201628,0.4314483,-0.032277387,-0.2836182
mlp_0_0_outputs,8,1.0648528,0.6257502,-0.32091826,-1.3329229,-2.6059144,-1.1767923
mlp_0_0_outputs,9,0.3125169,0.41967082,-0.056724276,-0.44433618,-0.9346393,-0.5264804
mlp_1_0_outputs,0,-0.90018666,0.093575455,1.5354425,0.83066756,1.6249572,-0.9168384
mlp_1_0_outputs,1,0.39065295,0.6548538,0.0049445373,-0.8864005,-2.2255387,-4.298293
mlp_1_0_outputs,10,0.19271202,0.6711453,1.6015295,0.82426065,2.100604,-4.593335
mlp_1_0_outputs,11,0.266683,0.7280869,0.9493169,-0.5279257,-0.96779597,-0.9855552
mlp_1_0_outputs,12,0.33395082,1.3060691,0.42355746,-0.270778,-1.4815841,-1.5620682
mlp_1_0_outputs,13,-0.14840585,0.22053191,0.6509918,0.27711445,0.90355384,-0.4652671
mlp_1_0_outputs,14,0.23393786,1.0191877,0.7304607,-0.11406374,-1.7284596,-1.5021031
mlp_1_0_outputs,15,0.43938524,1.308481,-0.08060347,-0.9578813,-1.3632715,-2.1503763
mlp_1_0_outputs,2,0.38892922,0.63122267,0.6622756,-1.1549746,-1.4528674,-0.9960698
mlp_1_0_outputs,3,-0.43228853,0.6838522,1.2223357,0.41251758,0.13629058,0.020187762
mlp_1_0_outputs,4,3.644982,0.60707307,-1.570655,-2.6960244,-2.6781232,-4.7480536
mlp_1_0_outputs,5,0.06829991,0.25499234,0.27097812,-1.2019949,-1.3930669,-1.1116518
mlp_1_0_outputs,6,0.49416572,1.4118536,0.34762403,-0.4402472,-1.1748713,-1.8687314
mlp_1_0_outputs,7,0.4129803,0.70056653,0.8119712,-0.5671672,-0.5698029,-0.43397063
mlp_1_0_outputs,8,-0.7745803,0.3121319,1.5320333,0.47241157,-0.11114132,-0.6699449
mlp_1_0_outputs,9,0.953685,1.6030844,-0.7087646,-2.585549,-2.855561,-1.1810515
mlp_2_0_outputs,0,-5.9086413,2.245029,2.3917432,1.2517632,0.34799153,0.061174113
mlp_2_0_outputs,1,0.21047765,0.46413833,0.39311704,0.3279472,-0.10472862,-0.36224625
mlp_2_0_outputs,10,0.11127279,-0.49534145,0.5566768,-0.27706498,-0.6584429,-0.16740128
mlp_2_0_outputs,11,-0.12955204,0.029989956,-0.05924026,0.6823093,-0.08685806,-0.12854882
mlp_2_0_outputs,12,0.36278492,0.113157295,-0.4046586,0.17876153,-0.46320006,0.1700055
mlp_2_0_outputs,13,-0.4089992,-0.13711137,0.3740333,-0.14852524,-0.36842895,-0.3296459
mlp_2_0_outputs,14,6.848295,2.3561463,-0.73949313,-3.364344,-1.5917398,-4.3693995
mlp_2_0_outputs,15,2.9822285,4.054754,-0.2966097,-5.550083,-11.405492,-13.814989
mlp_2_0_outputs,2,0.46013662,0.53076863,0.56579727,0.057202216,-0.57320803,0.21742244
mlp_2_0_outputs,3,-0.35702688,0.10967919,0.21207835,0.28351322,0.29696262,-0.22616868
mlp_2_0_outputs,4,-0.07944891,-0.05742377,-0.04548351,0.2501472,0.18627135,-0.18294798
mlp_2_0_outputs,5,0.39557096,0.28118527,0.44998783,-0.19062151,-0.43450853,0.37774992
mlp_2_0_outputs,6,-0.24883227,-0.0963905,0.06827701,0.11280402,-0.5377495,0.14882572
mlp_2_0_outputs,7,1.5754199,1.0594628,-0.12052381,-1.8596395,-4.2583666,-4.566827
mlp_2_0_outputs,8,-0.7246176,-1.6812835,-0.2507205,1.1572757,1.3666426,2.8527873
mlp_2_0_outputs,9,1.9915029,0.86065257,-0.25596467,-1.8812877,-4.8651,-5.984123
num_attn_0_0_outputs,_,2.2382321,-0.06274901,-1.9550333,-3.25032,-5.2365036,-3.507653
num_attn_0_1_outputs,_,-0.6581766,-0.4893701,-0.1522127,0.07783071,0.1609395,-0.37136844
num_attn_1_0_outputs,_,-0.2984799,-0.3156458,-0.28550762,-0.31246227,-0.32021084,-0.60485554
num_attn_1_1_outputs,_,-1.0063492,-0.17068,0.63174605,1.1065439,1.4370817,0.36741173
num_attn_2_0_outputs,_,7.098598,2.2710178,-1.1073619,-3.0395103,-3.9648395,-3.4723115
num_attn_2_1_outputs,_,-0.4101748,-0.40497437,-0.42542338,-0.45055446,-0.45090035,-0.39835942
num_mlp_0_0_outputs,0,0.30855975,-0.18392476,0.2915403,0.080429204,-2.0142612,-5.9237156
num_mlp_0_0_outputs,1,0.47223926,0.26767266,0.16570307,-0.33980665,-0.8174912,-0.8525026
num_mlp_0_0_outputs,10,0.20725574,0.281807,0.52228713,0.278503,0.08116667,0.07381875
num_mlp_0_0_outputs,11,0.061728768,0.14315748,0.3068881,-0.07420933,-0.9742475,-0.35316765
num_mlp_0_0_outputs,12,0.15458688,0.26116058,0.3269986,0.22945735,-0.075628065,0.27491114
num_mlp_0_0_outputs,13,-0.11162008,-0.1704581,-0.091536805,-0.16495171,-0.053662855,-1.0180564
num_mlp_0_0_outputs,14,-0.397251,-0.030418959,0.31645152,0.21089749,0.50222725,-0.42074168
num_mlp_0_0_outputs,15,2.0340133,0.9141202,0.9080135,-0.29510918,-0.78178793,-1.7734733
num_mlp_0_0_outputs,2,2.648815,0.022334129,-0.7815784,-0.7792858,-1.3412145,-2.8249526
num_mlp_0_0_outputs,3,-0.26268655,-0.1378457,0.22871709,0.26806667,0.095968954,0.691821
num_mlp_0_0_outputs,4,0.7773504,-0.19989091,-0.2911547,-0.49876833,-0.6719721,-1.462444
num_mlp_0_0_outputs,5,-0.005351814,0.13770859,0.31374955,0.0018075204,-0.4542222,-0.20948975
num_mlp_0_0_outputs,6,-0.27483338,-0.1742924,0.13402033,0.13161272,-0.033119045,-0.37479016
num_mlp_0_0_outputs,7,-0.23329148,-0.08792889,0.49044436,0.70875895,0.6702819,0.25965685
num_mlp_0_0_outputs,8,1.2816161,1.6074114,0.0066419397,-2.9998121,-5.5099816,-5.112652
num_mlp_0_0_outputs,9,0.31103867,0.71230316,2.192429,-2.5882502,-1.0350323,-3.053326
num_mlp_1_0_outputs,0,-1.3447753,-0.12002897,1.7352972,2.1585798,4.393849,2.7421594
num_mlp_1_0_outputs,1,0.017111784,0.110529356,0.15576632,-0.5408766,-0.39880654,0.17009702
num_mlp_1_0_outputs,10,-0.25316748,0.04619335,0.14993382,-0.030039102,-0.018390622,-0.16747466
num_mlp_1_0_outputs,11,1.5393277,0.80441016,-0.6738404,-1.6006739,-1.3440272,0.40730014
num_mlp_1_0_outputs,12,-0.35142303,0.22956774,0.050579358,0.18990308,0.55402046,-0.45747018
num_mlp_1_0_outputs,13,0.17909305,0.101011336,0.3775731,0.3519588,0.48065287,-0.6427933
num_mlp_1_0_outputs,14,-0.3278762,-0.06084555,0.41992304,0.40176716,0.5406174,0.26771992
num_mlp_1_0_outputs,15,6.955171,3.5729616,-2.870005,-4.981017,-6.1022887,-4.715356
num_mlp_1_0_outputs,2,-0.10651734,-0.049360175,0.21850806,0.14073838,0.4778666,0.30527607
num_mlp_1_0_outputs,3,-0.27038392,-0.13342302,0.48323333,0.45449015,-0.0730421,-0.16548859
num_mlp_1_0_outputs,4,1.9810073,0.064487584,-0.43085772,-0.10988806,-0.19815287,-2.291249
num_mlp_1_0_outputs,5,-0.008130457,-0.28789213,-0.15947197,0.38032317,0.115902394,0.12192693
num_mlp_1_0_outputs,6,-0.009924175,-0.05255604,0.096057236,-0.42477712,0.16915514,0.069298804
num_mlp_1_0_outputs,7,4.8515162,7.0699687,-2.2053018,-9.540278,-11.671785,-8.202783
num_mlp_1_0_outputs,8,-0.10793321,-0.036391243,0.040181812,-0.16795197,0.042531643,-0.22120032
num_mlp_1_0_outputs,9,-0.632716,-1.7662133,4.593315,7.6238008,14.774969,6.8952665
num_mlp_2_0_outputs,0,-2.1221006,-0.45065883,0.8478417,8.102185,5.9000087,3.2774727
num_mlp_2_0_outputs,1,6.1557665,2.1731794,-4.5207243,-5.782039,-7.9014044,-6.855307
num_mlp_2_0_outputs,10,0.25547114,0.33903503,-0.22581817,-1.1851536,-1.0236057,-0.37824655
num_mlp_2_0_outputs,11,0.6601757,6.7785063,-0.009926544,-1.4914464,-6.5972824,-6.560549
num_mlp_2_0_outputs,12,-1.2169789,-0.43206757,0.9571584,2.1510146,2.2280676,1.9289957
num_mlp_2_0_outputs,13,0.24427727,-0.46828756,-1.5795437,5.8594136,-3.0577254,-3.157837
num_mlp_2_0_outputs,14,-0.09913899,-0.37995297,-0.40973747,-0.48300877,-0.8598177,0.4457082
num_mlp_2_0_outputs,15,-0.3761548,-1.4137294,-4.2513947,1.3242735,9.784375,1.0010953
num_mlp_2_0_outputs,2,-0.68519944,0.2612604,1.1349803,3.8470714,-0.6935732,-3.7492774
num_mlp_2_0_outputs,3,-0.45247975,0.41352096,0.60133684,-0.32127288,-0.8188201,-0.35469735
num_mlp_2_0_outputs,4,-0.34844333,0.38588497,0.65554744,1.4275577,-0.12142929,-0.5212765
num_mlp_2_0_outputs,5,0.8770541,-0.3091418,-1.3624752,1.7274154,1.0920644,-9.034791
num_mlp_2_0_outputs,6,-1.1627722,-1.5030236,4.286525,-2.0301998,-1.4381564,-3.1211617
num_mlp_2_0_outputs,7,0.56481355,0.36360875,-3.1585398,-1.6356298,1.0219915,9.452248
num_mlp_2_0_outputs,8,0.6372495,0.27073315,-0.44361147,-0.8419904,-0.35228786,-0.587131
num_mlp_2_0_outputs,9,-0.36638287,-1.7591062,1.1174467,2.112112,-0.042810313,-1.1015003
num_var0_embeddings,_,0.3357077,-0.32333818,-0.6965581,-0.75836325,-0.62052095,-0.591729
positions,0,-0.06095779,0.54538953,-0.62789524,-0.20857443,0.5819925,0.37930956
positions,1,0.5755552,0.63685364,0.14922807,-0.7242066,-1.1702031,-0.59852827
positions,10,-0.05873803,0.38823992,0.056021545,-0.7235265,-0.9105375,-0.3439768
positions,11,-0.26960889,0.23645745,-0.034281995,-0.98092204,-1.1974958,-0.32934073
positions,12,0.008747501,0.53061795,0.23685677,-0.4751308,-1.0992918,0.2710194
positions,13,0.36354652,0.8162881,0.54458547,-0.31115317,-0.63169944,-5.378119
positions,14,-0.09210697,0.5899545,0.21015565,-0.37265754,-1.1318324,-5.206024
positions,15,0.036821578,0.6128361,0.27625737,-0.20810309,-0.99305034,-5.202356
positions,2,0.2487267,0.41249123,-0.17007825,-0.9761955,-1.4585415,-0.7293306
positions,3,0.29421827,0.40337047,-0.10134069,-0.9231145,-1.4564594,-0.70749795
positions,4,0.5696823,0.6771905,0.17599192,-0.7055149,-1.2175531,-0.5872432
positions,5,0.73422825,0.8504062,0.3579848,-0.5182298,-0.95905715,-0.3853612
positions,6,0.45205778,0.585024,0.070852,-0.8527241,-1.2308285,-0.47793588
positions,7,0.17303567,0.3978385,0.070843406,-0.8390759,-1.0009372,-0.83952785
positions,8,0.11256972,0.4247227,0.016327549,-0.69902945,-1.3500384,-0.6223613
positions,9,0.32210577,0.5052242,-0.017018456,-0.8217539,-1.2016784,-0.37084073
tokens,0,0.4175176,-0.11178597,0.4519851,-0.19246677,-0.6993964,-1.0641487
tokens,1,0.836146,0.30525544,0.8841701,0.181693,-0.11731403,-0.06589545
tokens,2,0.51934075,0.5488575,-1.0694106,-2.4697223,-4.0282583,-5.3035665
tokens,3,0.73438376,0.14781965,0.71689767,0.07675422,-0.46425542,-0.756859
tokens,4,0.43030956,-0.07299561,0.48721343,-0.12631597,-0.32029304,-0.38576254
tokens,5,-0.4337362,0.7889981,-0.35805613,-1.5667919,-2.2135565,2.8913128
tokens,<pad>,0.028439052,-0.11620895,0.27155694,0.037108544,0.55623406,0.13317104
tokens,<s>,0.46767905,0.7189835,0.2847264,0.2123531,-0.2302636,0.18257633
tokens,_,0.7723729,-0.29722506,-0.3082809,-0.5637563,0.097245656,0.06923623
tokens,_,0.17811702,-0.41809928,0.761629,-0.047051813,0.33676678,-0.41211647
tokens,_,0.36922577,0.05766667,0.21057317,0.9055324,-0.821729,0.019580308
tokens,_,0.40839365,-0.18078959,0.2196426,-0.6458667,0.13889343,-0.06966974
tokens,_,0.5085579,-0.33112562,0.6966348,0.047562785,-0.5808068,-0.5436738
tokens,_,0.65886337,0.18750532,-0.3255541,-0.09562368,-0.2102837,0.11289479
tokens,_,0.093855105,-0.15025094,-0.27759588,0.098412745,-0.38049442,-0.15609254
tokens,_,0.12259528,-0.28763986,0.4361996,-0.50953305,-0.5012134,-0.11522747
