feature,value,1,2,3,4,5,6
attn_0_1_outputs,<pad>,0.33947483,0.31913882,0.26298338,0.05815115,0.27246115,0.03019115
attn_0_1_outputs,<s>,0.22661589,0.66893995,0.36431506,0.5287952,-0.79612416,-1.3271806
attn_0_1_outputs,_,0.5246364,0.3090994,0.3478897,1.5808876,-0.36451522,-0.5145098
attn_0_1_outputs,_,0.111307286,0.31065294,-1.0408928,1.7506148,-1.4692745,-0.7918541
attn_0_1_outputs,_,0.3744913,0.18673767,0.03522764,-1.7294215,-0.3660636,-0.38045168
attn_0_1_outputs,_,0.006210477,0.2100085,0.5484176,-1.2240818,-0.14952025,0.16754831
attn_0_1_outputs,_,-0.3848335,-0.26817656,-0.15107657,0.7571834,-1.2066292,0.25877392
attn_0_1_outputs,_,0.36887142,0.20561184,0.3377642,-0.30142397,1.4956245,-1.5633932
attn_0_1_outputs,_,-0.5396992,-0.33848822,-1.2997408,2.497092,-0.6949168,-0.072653666
attn_0_1_outputs,_,-0.04306069,0.037274476,-1.7091608,2.7191727,-0.6868704,-0.66950387
attn_1_0_outputs,0,-0.47835386,0.16681178,0.25686774,0.34489596,-0.06905662,-0.82013047
attn_1_0_outputs,1,-0.40443394,0.249276,0.4060507,0.4641443,-0.10929514,-0.8836501
attn_1_0_outputs,2,-0.1827527,0.40060195,0.53988206,0.6878911,0.19931406,-0.599121
attn_1_0_outputs,3,-0.44578585,0.20183459,0.2448721,0.28988957,-0.37268442,-1.3061317
attn_1_0_outputs,4,-0.45065913,0.18092449,0.27847236,0.48660368,-0.047729615,-0.88495064
attn_1_0_outputs,5,-0.79432124,-0.092212014,-0.02775484,0.055209182,-0.3931125,-1.2211161
attn_1_0_outputs,<pad>,0.26579085,0.9292674,-0.76535636,0.5565227,0.25115824,-0.50818264
attn_1_0_outputs,<s>,0.7412121,-0.08794001,-0.7401687,-0.8158177,-1.5021943,-4.0980883
attn_1_0_outputs,_,0.67480147,-0.20067304,0.5378115,0.73129654,-0.65271527,-0.17017247
attn_1_0_outputs,_,-0.5756954,-0.07820449,-0.43823642,0.37617525,-0.11325437,-0.43482232
attn_1_0_outputs,_,-0.41774634,-0.20638922,-0.1843475,-0.46471354,0.09663692,0.28225377
attn_1_0_outputs,_,-0.8093828,-0.6579433,0.3411342,-0.4335465,0.27850077,-0.01314991
attn_1_0_outputs,_,-0.6610037,-0.30088675,-0.037271194,1.19417,0.17699338,1.002535
attn_1_0_outputs,_,0.10778053,-0.23843865,0.8154425,1.0204678,0.48176935,1.1977631
attn_1_0_outputs,_,0.2872425,0.20981659,0.52916294,0.8529848,0.29978237,-0.3882912
attn_1_0_outputs,_,-0.8346478,-0.75938374,-0.30055243,0.05514849,0.09249285,0.5882397
attn_1_1_outputs,0,-0.48635054,0.08542774,0.38621363,1.0945619,0.5103459,-0.2431945
attn_1_1_outputs,1,-0.20638551,-0.061082065,0.45991948,1.112689,0.8799867,1.0716132
attn_1_1_outputs,10,-0.44146752,-0.11408972,0.23511267,0.9843326,0.39801186,1.5103334
attn_1_1_outputs,11,0.04502522,-0.028964367,0.047026277,-0.33422962,0.2059159,-0.2871906
attn_1_1_outputs,12,-0.52208185,-0.207271,0.46596938,1.3288682,0.7457244,1.4838356
attn_1_1_outputs,13,-0.992848,-0.7040414,0.1140531,1.3296992,1.352584,2.2563775
attn_1_1_outputs,14,-1.0321587,-0.7503389,-0.14909214,1.611589,2.3607817,2.068487
attn_1_1_outputs,15,-0.20834598,0.035785817,0.34911352,0.7794076,-0.212599,-0.20041457
attn_1_1_outputs,2,0.31563282,0.5248559,0.69619244,1.0443228,-0.2811926,-5.28061
attn_1_1_outputs,3,-0.8236868,-0.25885954,0.19326861,0.9068323,1.0681843,1.0069472
attn_1_1_outputs,4,-0.2534784,0.14664716,0.46298197,1.1364833,0.5720892,0.9256675
attn_1_1_outputs,5,-0.52137184,-0.1873022,0.35623038,1.1372956,0.83081335,2.1943371
attn_1_1_outputs,6,-0.2894114,0.075797,0.4461339,0.986411,0.3618241,1.2873213
attn_1_1_outputs,7,-0.6567565,-0.23358618,0.15781224,0.6344115,-0.32402682,-0.0039526923
attn_1_1_outputs,8,-0.3413774,-0.013402161,0.25903982,1.0141373,0.34219632,-4.407902
attn_1_1_outputs,9,-0.3864642,-0.017538536,0.23488495,0.64089996,-0.31692433,-0.26676774
attn_2_0_outputs,0,-0.6123644,-0.27202737,0.13922252,0.6163458,0.026124056,-0.36460543
attn_2_0_outputs,1,-0.51236534,-0.06488098,0.44015482,1.0807106,0.3231026,-0.012645304
attn_2_0_outputs,10,-0.083748385,0.3952522,0.75909233,1.102025,-0.82227844,-4.7506313
attn_2_0_outputs,11,1.0578165,-1.9037367,-0.3049594,0.42611507,1.327899,0.8223884
attn_2_0_outputs,12,-0.28346926,0.16347224,0.8235731,1.5409722,0.8842061,0.6240421
attn_2_0_outputs,13,-0.8151938,-0.33132473,0.45539925,1.6314261,2.259774,4.0747333
attn_2_0_outputs,14,-0.641673,-0.88317764,0.13551675,2.0955203,2.776639,-0.057640284
attn_2_0_outputs,15,-0.8706755,-0.5223224,0.3256145,1.3643509,0.68550104,0.45691308
attn_2_0_outputs,2,0.27130464,0.46704203,0.58156306,0.42550984,-1.5860143,-7.4433427
attn_2_0_outputs,3,-1.0893651,-0.26734608,0.17220178,0.5974455,0.52014476,0.3072137
attn_2_0_outputs,4,-0.5833754,-0.03780646,0.33224195,0.7141676,-0.40288436,-1.1603663
attn_2_0_outputs,5,-0.5526314,-0.011690003,0.6622165,1.1528825,0.20766525,0.10277274
attn_2_0_outputs,6,-0.55918735,-0.003961657,0.3542156,0.57505184,-0.44823232,-1.3366115
attn_2_0_outputs,7,-0.8230968,-0.31640592,0.14311694,0.85374063,0.21086371,-0.34122047
attn_2_0_outputs,8,-0.37451285,0.07392561,0.30404416,0.5663558,-1.0295259,-5.7218604
attn_2_0_outputs,9,-0.66354656,-0.10662826,0.27372015,0.5518296,-0.4593565,-1.3063167
attn_2_1_outputs,0,-0.08941499,0.36024657,0.06961188,0.1154375,-0.732417,-1.2543652
attn_2_1_outputs,1,0.14891924,-0.33621544,0.96165323,1.6187991,1.1808183,-7.228972
attn_2_1_outputs,10,0.55228955,0.60618603,0.013140855,0.16791105,-2.1344936,-5.298078
attn_2_1_outputs,11,-1.1108645,-1.3932328,-0.39855435,0.47531727,0.23468716,5.2404604
attn_2_1_outputs,12,-0.5491903,0.25451404,-0.10493066,1.0330634,0.79118764,0.8712556
attn_2_1_outputs,13,-0.4138384,-0.34350783,0.05372208,0.7717284,1.2755722,3.7675521
attn_2_1_outputs,14,0.58703434,0.09865103,0.55256367,-1.0697242,-3.048735,-13.918267
attn_2_1_outputs,15,-0.53152436,-0.1202191,-0.6063463,1.1909287,1.1953315,1.1629424
attn_2_1_outputs,2,0.42412502,0.26573986,-0.24955815,-1.609316,-2.3646674,-1.8558007
attn_2_1_outputs,3,-0.4123298,-0.35770413,-0.015208977,0.6119902,0.6358696,1.430983
attn_2_1_outputs,4,-0.5805999,0.3104491,0.3500283,0.78271174,-0.06505292,-0.39149246
attn_2_1_outputs,5,0.22855088,0.17282094,0.22050712,0.8766989,-0.034664135,0.1575425
attn_2_1_outputs,6,0.37073404,-0.24510075,-0.1317187,0.17857225,-0.08323137,-0.67134964
attn_2_1_outputs,7,-3.1214738,5.2376237,-0.971572,-0.6120226,-1.5215504,-6.9611874
attn_2_1_outputs,8,0.13575736,-0.32951152,0.351331,0.47920474,-1.0901506,-4.867506
attn_2_1_outputs,9,0.2827059,0.09402583,0.34340265,0.67709374,0.04971496,-6.2353487
mlp_0_0_outputs,0,-0.18046516,-0.45239398,-0.19035588,0.23065701,0.07331246,0.46301147
mlp_0_0_outputs,1,0.37838534,0.14951228,0.34027833,0.7551362,0.25414956,0.7222201
mlp_0_0_outputs,10,0.04646633,-0.12093849,0.020268835,0.17657492,-0.50420225,-0.51935345
mlp_0_0_outputs,11,0.19014011,0.10314476,0.0789366,0.52358884,0.044990726,0.3615749
mlp_0_0_outputs,12,-0.21305476,-0.3369625,-0.1148352,0.1298687,-0.36400253,-0.3454861
mlp_0_0_outputs,13,0.011682424,-0.041384857,0.20097879,0.7148657,0.40039504,0.60956764
mlp_0_0_outputs,14,0.074377954,-0.17200746,0.14417852,0.8222651,0.48096576,1.5782828
mlp_0_0_outputs,15,0.09797682,0.018983647,0.10034876,0.26150984,-0.48269576,-1.0017081
mlp_0_0_outputs,2,0.503177,0.18092264,0.09083159,-0.047107287,-1.0778244,-1.5476052
mlp_0_0_outputs,3,-0.44892076,-0.51187027,-0.3764156,0.06825973,-0.3347401,-0.6151008
mlp_0_0_outputs,4,0.14190033,-0.08194109,0.046814617,0.34392884,-0.15943588,-0.37159163
mlp_0_0_outputs,5,-0.04475064,-0.25008586,-0.09852987,0.15926042,-0.39691037,-0.15671515
mlp_0_0_outputs,6,-0.24664031,-0.36628225,-0.2331011,0.0625161,-0.47842434,-0.6073749
mlp_0_0_outputs,7,0.11041888,0.051126793,0.17722435,0.31040803,-0.39714882,-0.82841057
mlp_0_0_outputs,8,0.31902394,0.22488905,0.19318423,0.6862685,-0.26761785,-1.0118014
mlp_0_0_outputs,9,0.19096448,0.08732865,0.1363083,0.29419717,-0.35955298,-0.6926694
mlp_1_0_outputs,0,1.6631156,0.3318842,-0.89167714,-1.0973091,-2.75471,-3.6690233
mlp_1_0_outputs,1,-0.13521785,0.52052623,-0.0115020415,0.38061124,-0.52477884,-1.2769234
mlp_1_0_outputs,10,-0.9628846,-0.12109984,1.1349567,1.5970933,0.8662437,-0.060598552
mlp_1_0_outputs,11,-1.3022548,0.4081935,0.70065683,1.1810818,0.48800477,0.3590068
mlp_1_0_outputs,12,-0.9294782,-0.37225047,1.0467513,1.3727062,0.6294804,-0.2912075
mlp_1_0_outputs,13,-0.56777453,0.14191344,1.5496049,2.2235308,1.6045301,0.7836241
mlp_1_0_outputs,14,-1.2922238,0.3936927,0.499817,1.0189106,0.3085339,0.5454931
mlp_1_0_outputs,15,-1.5597554,0.22259732,0.6055786,1.0072325,0.37771997,0.13580504
mlp_1_0_outputs,2,0.057957664,0.81694984,0.15404864,0.4018059,-0.44339013,-1.3543864
mlp_1_0_outputs,3,-1.3585162,-0.74340254,0.56084406,1.1070828,0.45698532,-0.5776171
mlp_1_0_outputs,4,-0.01597271,0.7236983,0.10510179,0.2871631,-0.55142283,-1.4509506
mlp_1_0_outputs,5,-1.3413552,0.41120192,0.72658485,1.1668404,0.6929431,-0.012177296
mlp_1_0_outputs,6,1.7579919,0.061756164,-1.2143103,-1.211609,-2.3156219,-3.3317008
mlp_1_0_outputs,7,-0.12639365,0.6431254,-0.01243733,0.20033956,-0.69041663,-1.5388758
mlp_1_0_outputs,8,-0.6667157,0.85448337,0.65671706,0.82729906,0.27291277,0.38555875
mlp_1_0_outputs,9,-0.82140243,0.5902708,0.4082672,0.678363,-0.1594367,-0.5634086
mlp_2_0_outputs,0,0.18874423,0.657578,0.68218493,0.20334427,-0.22968408,-2.456057
mlp_2_0_outputs,1,-0.03951383,-0.0159215,-0.12700006,0.09982702,0.13081324,0.42587498
mlp_2_0_outputs,10,-1.043991,-0.110412456,0.41163614,0.9937352,0.52739847,-0.3798437
mlp_2_0_outputs,11,-0.23553632,0.13967536,0.31561264,0.6049661,0.4682653,1.4651101
mlp_2_0_outputs,12,-0.31799272,0.96483886,0.5679983,0.61794585,0.2192206,-3.5240617
mlp_2_0_outputs,13,0.10286003,0.70584494,0.31925946,0.1692189,-0.3685407,-0.6064188
mlp_2_0_outputs,14,-0.34233552,0.21770485,0.22621663,0.37947837,0.5842205,0.80610305
mlp_2_0_outputs,15,-0.8138453,-0.8171399,0.8389275,2.270246,1.6776565,0.41527578
mlp_2_0_outputs,2,-0.612585,0.12991622,0.29976985,0.5074686,0.52526575,2.7866094
mlp_2_0_outputs,3,0.30710465,1.2312458,1.2899725,1.1327821,0.689074,0.7662031
mlp_2_0_outputs,4,-0.44789094,0.32683292,0.45425546,0.35829195,0.18998036,0.48594412
mlp_2_0_outputs,5,0.11512295,0.6411526,0.61266,0.5861269,-0.0033297213,-3.8538623
mlp_2_0_outputs,6,-0.14359897,-0.34386495,-0.13243927,-0.27104273,-0.09779021,-0.047386292
mlp_2_0_outputs,7,0.14268437,0.8078312,0.2988918,0.06527451,0.63018084,0.58112794
mlp_2_0_outputs,8,0.60054487,0.60293394,0.2563058,0.19027537,0.40694073,-3.2979121
mlp_2_0_outputs,9,-0.15042269,0.64850616,0.15648526,0.37452522,0.37895614,1.2882097
num_attn_0_0_outputs,_,2.1496732,0.694378,-1.448873,-2.6536236,-1.8423126,-1.8658578
num_attn_0_1_outputs,_,-1.9933504,-1.8548151,2.7951398,-0.7426587,6.7083254,5.276876
num_attn_1_0_outputs,_,0.14498095,-0.008127542,-0.2336604,-0.28167164,0.21013168,1.584774
num_attn_1_1_outputs,_,-0.0773513,-0.10565709,-0.18627223,-0.2611908,-0.46932742,-0.76041454
num_attn_2_0_outputs,_,-0.18405388,-0.12087306,0.27188402,0.74265176,0.8573664,1.657413
num_attn_2_1_outputs,_,0.7294343,0.7641346,0.69072926,0.59331477,0.48453587,-0.86069447
num_mlp_0_0_outputs,0,0.74360174,0.46801624,-1.461999,-1.3695947,-3.8762314,-20.24401
num_mlp_0_0_outputs,1,-1.0229205,0.3610993,1.3662173,0.85562706,0.17513299,0.41604802
num_mlp_0_0_outputs,10,-0.06923043,0.07574197,0.55768514,0.4410324,0.38465217,0.22212455
num_mlp_0_0_outputs,11,-0.42086315,-1.4335986,1.176247,0.5542472,0.65700305,0.6725501
num_mlp_0_0_outputs,12,-0.45530292,1.1863604,1.1179408,-0.41444707,-0.54124546,-0.24245135
num_mlp_0_0_outputs,13,0.38935724,-0.93531996,0.767104,0.03098079,-0.06353022,0.16684031
num_mlp_0_0_outputs,14,1.1318483,0.48324507,-0.021950651,-1.7308168,-1.601649,-0.9380721
num_mlp_0_0_outputs,15,2.786733,0.81994253,0.23636942,-1.153389,-1.5928586,-1.910267
num_mlp_0_0_outputs,2,-0.18002178,-0.15440048,0.3215886,0.26021233,0.042876206,-0.4060684
num_mlp_0_0_outputs,3,0.19431487,-0.33040607,0.33116698,0.25408143,-0.4231713,0.14238617
num_mlp_0_0_outputs,4,0.041595634,-0.23298116,0.33777532,0.122396365,0.17040747,0.024809444
num_mlp_0_0_outputs,5,-0.2793248,-0.45231104,0.8931462,0.5458246,-0.14873856,0.21999428
num_mlp_0_0_outputs,6,0.38844848,-0.10963881,0.3676484,0.19159356,-0.22847332,-0.31590405
num_mlp_0_0_outputs,7,-3.768787,0.23876691,1.7166421,2.5754683,1.5896055,1.4374063
num_mlp_0_0_outputs,8,-3.9692028,-0.7453825,1.5051724,2.59853,1.9688146,2.6646488
num_mlp_0_0_outputs,9,-0.13639836,-0.27802658,0.3000542,0.19971356,0.30710667,0.04126447
num_mlp_1_0_outputs,0,-1.157716,0.79348505,-0.17006001,1.8737096,1.3567917,-0.027537858
num_mlp_1_0_outputs,1,-1.2666426,0.024616692,-0.5762929,1.810596,3.018652,0.37912595
num_mlp_1_0_outputs,10,6.2601204,0.4913316,-2.4485965,-4.6185927,-6.3631096,-11.240003
num_mlp_1_0_outputs,11,-0.83941084,0.16229686,-0.8008606,1.4378229,4.636618,4.2860184
num_mlp_1_0_outputs,12,-0.28620774,0.48552144,-0.6050342,0.72857046,1.1421251,-7.2654843
num_mlp_1_0_outputs,13,-1.4442029,-0.17946707,-0.7095346,2.09121,1.7036467,-0.55036056
num_mlp_1_0_outputs,14,1.2254784,2.3102965,-0.9282043,-2.3668327,-4.9797587,-0.120798744
num_mlp_1_0_outputs,15,-2.7219365,1.288971,-0.9898667,2.1151178,2.9850347,0.70080656
num_mlp_1_0_outputs,2,-0.20602402,-0.20663069,0.1784899,1.1649758,-0.18729219,-0.12297936
num_mlp_1_0_outputs,3,-2.4229994,-0.62046736,-0.75154656,2.3713424,3.0536811,0.43612388
num_mlp_1_0_outputs,4,1.3976072,1.240443,-1.0397904,-1.032111,-3.212937,-3.2725964
num_mlp_1_0_outputs,5,-0.24581406,0.23779364,-0.39070475,1.3468513,0.9395291,-0.053556673
num_mlp_1_0_outputs,6,-1.787212,-0.41644794,-0.5156151,2.4393687,2.7992837,1.0374442
num_mlp_1_0_outputs,7,0.7199779,1.3587214,-0.8256445,-0.9328249,-4.8039117,-12.575004
num_mlp_1_0_outputs,8,-0.72356284,-0.7872889,0.91922796,2.1661913,-0.46172774,-1.005537
num_mlp_1_0_outputs,9,2.4157045,2.514595,-0.37627274,-1.7931916,-4.3608513,-3.593698
num_mlp_2_0_outputs,0,0.01847272,0.17152196,0.014613463,0.30663645,-0.52442944,-0.6128955
num_mlp_2_0_outputs,1,0.662926,-0.37122798,3.7587283,-4.574571,-1.1935068,-1.3929318
num_mlp_2_0_outputs,10,-0.9834893,0.26180485,0.46811885,2.044273,1.0537128,4.0857134
num_mlp_2_0_outputs,11,-0.41156438,0.29732853,0.025089495,0.3469217,0.35320652,0.3659618
num_mlp_2_0_outputs,12,-0.5924449,0.19575296,0.054722227,0.06613986,-0.269705,-0.1310854
num_mlp_2_0_outputs,13,-0.41642892,-0.27561766,-0.0065952726,0.10380326,0.107720286,0.46281955
num_mlp_2_0_outputs,14,1.0264949,0.14921275,3.892765,0.22508696,1.6157466,3.1648872
num_mlp_2_0_outputs,15,-0.4210962,-0.20465216,-0.12416609,0.020161664,0.30211413,0.2540854
num_mlp_2_0_outputs,2,-0.11475329,0.30427825,-0.18840088,0.15370992,-0.25529423,-0.52665347
num_mlp_2_0_outputs,3,-0.050247896,0.6547056,0.50970095,1.8844573,0.10223436,1.4962873
num_mlp_2_0_outputs,4,-0.5043596,1.0068276,-0.84142125,1.7191149,-0.5504137,-1.4492737
num_mlp_2_0_outputs,5,-0.12408852,0.5125008,-0.10582877,0.15290515,-0.77482575,-1.0946683
num_mlp_2_0_outputs,6,0.14662716,0.2915699,-0.19414423,0.92798764,-0.88877577,-1.0875382
num_mlp_2_0_outputs,7,-0.09279955,0.65788174,0.27987456,0.3156448,-0.03833486,0.066896394
num_mlp_2_0_outputs,8,-0.8201025,0.22296463,0.103588596,0.3928216,0.1375834,0.13128832
num_mlp_2_0_outputs,9,-0.76826626,-0.72207767,0.22924976,0.5529038,0.68556553,0.7616828
ones,_,-1.2569088,0.080545805,-0.10300304,-0.1691885,-0.43594,-1.6246785
positions,0,0.33097395,0.4050527,-0.2004853,-0.1361231,-0.33115736,0.18087986
positions,1,0.09595962,0.14154199,0.142393,0.2873223,-0.3716169,-1.2016153
positions,10,-0.6333119,-0.31736225,-0.11692256,0.3130105,-0.098924465,-0.1394022
positions,11,-0.44997534,-0.064891115,0.22756259,0.53489524,0.23410326,0.7011549
positions,12,-0.4589349,-0.059837848,0.21218196,0.74562985,0.1411873,1.3448707
positions,13,-1.013065,-0.56947076,-0.19847125,0.3280266,0.0129886875,-8.578944
positions,14,-0.76872253,-0.14337678,0.09283131,0.91141814,0.3362934,-7.6352673
positions,15,-0.4773529,0.038111687,0.28792006,1.2944099,0.6495635,-5.611327
positions,2,0.1692075,0.33643964,0.31921068,0.54215837,-0.1230735,-0.9551099
positions,3,0.07642229,0.2075099,0.22998881,0.478348,-0.25801307,-0.9513804
positions,4,0.2825979,0.19938597,-0.10583922,-0.2526126,-1.2968861,-2.1585186
positions,5,-0.09154201,0.054792568,0.059489097,0.30484933,-0.44597706,-1.1956825
positions,6,-0.075623475,0.118202664,0.063062154,0.5751666,-0.3690719,0.871147
positions,7,-0.08126511,0.17140199,0.31167424,0.68693864,0.40945667,-0.68504256
positions,8,-0.079854555,0.1940412,0.28929263,0.79015416,0.15193024,-0.71247923
positions,9,-0.4509186,-0.0998118,0.013171683,0.5097346,-0.16584618,-0.21927941
tokens,0,-0.30407688,0.13618661,0.38533723,0.431747,-0.12221483,-0.6800124
tokens,1,-0.38223165,0.13016349,0.43689483,0.53901184,-0.12536517,-0.6644163
tokens,2,-0.1847833,0.20854856,0.5388189,0.7203944,0.1368917,-0.40076256
tokens,3,-0.08861532,0.34414345,0.5014105,0.45075333,-0.36195025,-1.173757
tokens,4,-0.552278,-0.06377612,0.22970456,0.38900355,-0.19040322,-0.75407124
tokens,5,-0.6975442,-0.18090422,0.054868914,0.11021364,-0.5969547,-1.2392893
tokens,<pad>,-0.74362934,-0.82013047,0.4817149,0.5115117,0.41172174,-0.24333957
tokens,<s>,0.81649923,-0.44468632,-0.111379266,-0.040534575,0.66723835,0.0014259629
tokens,_,-0.049479067,-0.11294113,-1.0624734,0.23465317,-0.08265697,0.057234153
tokens,_,0.41426808,-0.9082433,0.37083003,0.6921815,-0.007901691,0.19934998
tokens,_,0.49564165,-0.293874,0.17508666,0.2556489,-0.15953211,-0.71700984
tokens,_,0.36549714,0.034686677,0.17061052,-0.43409938,0.55771214,-0.079865016
tokens,_,0.006228141,-0.29954594,0.20429239,0.097163044,0.0017259902,0.83727926
tokens,_,0.44856694,-0.22002614,-0.0072086,0.0049514994,0.07735157,-0.78491616
tokens,_,0.40410686,-0.14444433,0.11681966,-0.19168557,0.50500256,-0.14158581
tokens,_,-0.24002619,0.16539781,0.26002976,0.24902113,-0.3806994,-0.2204938
