feature,value,0,1,2,3,4,5,<s>
attn_0_3_outputs,1,0.28343177,0.038502358,0.06165876,-0.0034814845,0.054720186,0.12637267,-0.4859511
attn_0_3_outputs,2,0.034204334,-0.32537246,-0.0052422415,0.12251038,0.2665128,0.14885502,-0.75726146
attn_0_3_outputs,3,0.007427295,-0.2619764,0.0146977445,-0.10228367,0.10176439,-0.15002207,-0.83719975
attn_0_3_outputs,4,0.25118503,0.08307549,0.25458923,-0.059485108,-0.33621567,0.1635622,-0.23607732
attn_0_3_outputs,5,-0.00823085,0.051627114,0.23277071,-0.109011106,0.20591386,-0.10752826,-0.14232065
attn_0_3_outputs,<pad>,-0.106868155,0.08618443,-0.46925673,0.16943924,-0.20379706,-0.06177868,-0.019742968
attn_0_3_outputs,<s>,-1.0962,0.40271673,0.35935098,0.74290943,0.11845361,0.20908906,-0.29692432
attn_1_0_outputs,0,0.21536201,0.24557695,0.28541008,-0.055511,-0.05441759,0.2750612,-0.094424464
attn_1_0_outputs,1,-0.05211383,0.0953934,0.04156768,-0.21451879,-0.25348923,-0.06646404,-0.38193247
attn_1_0_outputs,2,0.021424653,0.0055285967,0.16497432,-0.21371275,-0.24637191,0.06451487,-0.33912537
attn_1_0_outputs,3,0.093564995,0.23080905,0.19846497,-0.09123141,-0.09919567,0.14285651,-0.1230542
attn_1_0_outputs,4,0.100422814,0.1660216,0.24033684,-0.036030445,-0.24183561,0.14021792,-0.3363448
attn_1_0_outputs,5,0.093506806,0.19905338,0.22039865,-0.046330463,-0.11909147,-0.017373737,-0.19237211
attn_1_0_outputs,<pad>,-0.56653416,0.53798443,0.5350386,0.18004166,0.21420954,0.06824229,-0.8063904
attn_1_0_outputs,<s>,0.1983181,0.23525909,0.32457685,-0.004295567,-0.0435775,0.2054795,-0.15434025
attn_1_1_outputs,0,-0.05995034,0.7169156,0.18872938,0.42373484,0.09736736,0.3557635,0.023505643
attn_1_1_outputs,1,-0.45413595,0.46470588,-0.17059003,-0.049840976,-0.25352433,-0.119597524,-0.3821208
attn_1_1_outputs,2,-0.36406118,0.37385267,-0.15207742,0.026964497,-0.2380284,0.046336506,-0.32574022
attn_1_1_outputs,3,-0.23162031,0.6019518,0.027281746,0.20956986,-0.063220315,0.18259786,-0.10936085
attn_1_1_outputs,4,-0.24030347,0.6248193,0.0987279,0.25348035,-0.053157587,0.16304377,-0.1311642
attn_1_1_outputs,5,-0.24547067,0.6176336,0.15446816,0.26123944,-0.046343643,0.06026853,-0.06738099
attn_1_1_outputs,<pad>,0.14213645,0.5091708,0.14222609,0.16734396,0.33196595,0.02050365,-0.058125287
attn_1_1_outputs,<s>,-0.20052032,0.6445508,0.119099684,0.24256887,-0.014365445,0.25461307,-0.057766743
attn_1_2_outputs,0,-0.41815028,-0.16826135,-0.2370692,-0.34395215,-0.050957248,-0.099719726,-0.57865554
attn_1_2_outputs,1,-0.078690425,0.11300602,0.10425546,-0.04180289,0.2612459,0.14221866,-0.29321268
attn_1_2_outputs,2,-0.12417182,0.08847991,0.108439155,-0.123043664,0.14829275,0.16078193,-0.32625762
attn_1_2_outputs,3,-0.17705671,0.03788309,-0.07253592,-0.1865444,0.15200868,0.06832779,-0.35562512
attn_1_2_outputs,4,-0.03664836,0.1794978,0.19618458,0.0033745437,0.25251186,0.27067792,-0.30222067
attn_1_2_outputs,5,-0.012276165,0.2512836,0.34179533,0.07230438,0.39177987,0.27888614,-0.11309434
attn_1_2_outputs,<pad>,-0.22086784,-0.08490942,0.53392583,-0.101613775,0.49755472,-0.072529845,-0.43693194
attn_1_2_outputs,<s>,-0.08009477,0.31303415,0.28151444,0.039883565,0.36967048,0.31018054,-0.052156795
attn_1_3_outputs,0,0.20707369,0.15925607,0.039306294,-0.2996646,-0.288137,-1.1893525,2.4862113
attn_1_3_outputs,1,0.2018707,0.8812551,-0.15992756,-0.09557662,-0.23740649,-0.7339379,0.079182744
attn_1_3_outputs,2,0.040408928,0.009618319,0.333806,-0.05123112,-0.15347612,1.5796068,-1.9550108
attn_1_3_outputs,3,0.43628797,0.038399708,0.08968365,0.08062257,-0.08114855,-0.42359155,-1.5974766
attn_1_3_outputs,4,0.40731615,0.37622368,0.0049157953,0.058364067,-0.20957932,0.033407543,-0.102834344
attn_1_3_outputs,5,0.34991086,0.44412446,0.29401597,0.08488128,0.001125482,1.321556,-1.7956871
attn_1_3_outputs,<pad>,-0.03503943,-0.061944325,-0.31524786,-0.09953332,-0.055646647,0.29058406,0.019484425
attn_1_3_outputs,<s>,-0.07648085,-0.05344475,-0.18460365,-0.31279334,-0.34783503,-1.4517328,2.7547536
attn_2_0_outputs,0,-10.741369,1.1126027,0.15733087,0.2742574,-0.12441123,0.36914474,5.6559086
attn_2_0_outputs,1,1.8677757,-0.21772331,-0.23519109,-0.5862659,-0.47353825,-0.4167024,-2.352033
attn_2_0_outputs,2,0.8417324,0.051807564,0.0919295,-0.2614323,-0.19178705,0.058562662,-1.9567388
attn_2_0_outputs,3,1.9350456,-0.013596057,-0.015895592,-0.3110757,-0.104563445,-0.12927738,-2.1367192
attn_2_0_outputs,4,1.9794834,0.33681753,0.12535878,-0.26122507,-0.011077842,-0.11475378,-2.5314553
attn_2_0_outputs,5,0.3473843,0.5679035,0.47186208,0.17333807,0.11902439,0.5146243,-1.23598
attn_2_0_outputs,6,0.56052405,0.5045715,0.14606205,0.048153073,-0.075183354,-0.23612788,-0.59788334
attn_2_0_outputs,7,0.09158685,0.10522087,-0.07625092,0.3829078,0.051119853,-0.07868983,0.21893832
attn_2_1_outputs,0,-0.38875243,-0.15934625,0.07199699,-0.24047574,-0.49359113,-0.18554175,-0.17858428
attn_2_1_outputs,1,-0.07078892,0.08964467,0.3917643,0.07042551,-0.210429,-0.057475757,-0.111333
attn_2_1_outputs,2,-0.1535939,0.118388794,0.22976561,-0.11228972,-0.13901119,0.18163766,-0.072473094
attn_2_1_outputs,3,-0.33589783,-0.0896424,0.11732183,-0.2732445,-0.25218916,-0.20567079,0.045834374
attn_2_1_outputs,4,0.035499003,0.28352287,0.5219065,0.24720414,-0.09723858,0.13321477,0.6881994
attn_2_1_outputs,5,0.1928125,0.32313558,0.76646125,0.35025826,0.06585781,-0.05219694,-0.054261185
attn_2_1_outputs,<pad>,-0.45867726,0.7804216,0.3218173,0.2679535,0.34222397,0.33253297,-0.74678224
attn_2_1_outputs,<s>,0.056643877,0.34462124,0.43015683,0.19612314,0.10135576,0.25589848,0.08949018
attn_2_2_outputs,0,-0.81280524,-0.22571969,-0.6527288,-0.100817524,-0.10454253,1.0075848,-2.4621272
attn_2_2_outputs,1,0.33830628,-0.15204296,-0.7045033,0.27581683,-0.31672904,-0.2348438,0.12614504
attn_2_2_outputs,2,-0.598237,0.063516006,0.08343769,0.12300687,0.15739307,1.0992299,-2.2799602
attn_2_2_outputs,3,-0.60977864,0.13133542,0.0786847,0.10336057,0.12503976,1.2015594,-2.2124536
attn_2_2_outputs,4,-0.33389467,0.25175855,-0.2236922,0.48044655,0.46706253,1.05193,-1.8539407
attn_2_2_outputs,5,-0.53104246,0.198987,0.6146608,0.12623845,0.21793416,0.5493674,-2.2701964
attn_2_2_outputs,6,-0.39471555,0.172212,-0.47961387,0.41267216,0.3730389,1.4757538,-2.09954
attn_2_2_outputs,7,-0.36369637,0.24354126,0.17963442,0.1155417,0.2665889,-1.343426,3.4072034
attn_2_3_outputs,0,1.0906677,-0.34937754,-0.05119055,-0.28217924,-0.1691504,-0.7272692,-0.33811423
attn_2_3_outputs,1,0.1641066,1.2865763,-0.3588295,-0.3506335,0.03846147,-0.4844624,-0.05527439
attn_2_3_outputs,2,0.005095389,-0.19430482,1.108407,-0.2995233,0.09059863,-0.43161252,-0.061261285
attn_2_3_outputs,3,0.055825282,-0.34147352,-0.03560099,0.6851245,0.05127883,-0.47582787,-0.12384376
attn_2_3_outputs,4,0.029769408,-0.13193682,0.28454322,0.0025663003,0.66538274,-0.60363704,-0.18121901
attn_2_3_outputs,5,-0.0033184933,-0.22519998,0.1318276,-0.16491823,0.00032245644,-0.26278505,-0.116363615
attn_2_3_outputs,<pad>,-0.1003605,0.23118982,-0.025588008,-0.15658167,-0.25494424,-0.31763035,-0.16522473
attn_2_3_outputs,<s>,-0.052047063,0.06302782,0.021247791,0.30999056,0.015961919,0.41190886,-0.11999367
attn_3_0_outputs,0,0.2578878,0.26521677,0.23560958,-0.27034512,0.75344884,-0.19584836,-0.506302
attn_3_0_outputs,1,0.79647475,-0.39328372,0.25135428,-0.20345518,0.05337119,-0.18441798,0.2118764
attn_3_0_outputs,2,-0.6812534,-0.13506605,-0.12832417,-0.083506316,-0.26490557,0.76293814,-1.0056492
attn_3_0_outputs,3,-0.2937316,0.20134042,0.3788705,0.23870921,0.25129187,0.6491491,-0.6318757
attn_3_0_outputs,4,0.1556748,0.56829053,0.5109462,0.85257435,0.36540735,-0.25568756,-0.36249128
attn_3_0_outputs,5,-0.9983899,-0.25337353,-0.19802137,-0.14432979,-0.12646984,1.121075,0.73368746
attn_3_0_outputs,6,-0.047045782,0.32087535,0.24983846,0.6094141,0.17424954,-0.66397107,-0.9233015
attn_3_0_outputs,7,0.113047555,0.5072904,0.47263983,0.6400119,0.42945877,-0.0098161725,-0.25744203
attn_3_1_outputs,0,0.123387136,-0.3905605,-0.19095555,-0.17071135,-0.2299754,0.15666524,-1.0014474
attn_3_1_outputs,1,0.79949623,-0.47104356,-0.109374106,-0.15275995,0.18570545,-0.04521856,0.04729021
attn_3_1_outputs,2,-0.27503625,1.7695974,-0.38877648,-0.7848038,-0.5634253,-0.5645368,-0.8474516
attn_3_1_outputs,3,0.11165198,0.6031189,0.33880192,0.26162788,0.4197774,0.20080203,0.0091985725
attn_3_1_outputs,4,0.12672518,-1.5849478,-0.27157483,0.013936946,0.11602922,0.4866533,-0.31311896
attn_3_1_outputs,5,0.36341918,-0.010393049,0.25536022,-0.22340254,0.18334714,-0.1074489,-0.5311635
attn_3_1_outputs,6,0.77414167,0.2387741,0.508867,0.4281516,0.5695362,0.37072855,-0.9851526
attn_3_1_outputs,7,-0.24761502,-1.3228068,0.5600516,0.6890113,-0.07506226,0.22375308,-0.15291154
attn_3_2_outputs,0,-0.3464496,-0.11753395,-0.60335785,-0.7393861,-0.3228169,0.35154808,-0.21569984
attn_3_2_outputs,1,-0.29886693,-0.18018356,-0.21739434,-1.8964535,-0.101076886,0.010044668,2.7102623
attn_3_2_outputs,2,-0.34199706,-0.21627145,-0.43161386,-0.2802303,-0.18907033,-0.13893998,-0.043847468
attn_3_2_outputs,3,-0.1763271,-0.09837,-0.39525643,-0.14804453,-0.21408558,-0.050921347,2.506775
attn_3_2_outputs,4,0.40620643,0.5723493,0.37694633,-0.3317459,0.5968538,0.5829997,-0.20824195
attn_3_2_outputs,5,0.59808916,0.7786148,0.5341426,0.90973926,0.75076807,1.0521692,-2.2115276
attn_3_2_outputs,6,0.2667113,0.44826528,0.10326649,0.5190534,0.5958769,0.6622171,-3.695934
attn_3_2_outputs,7,0.33033144,-0.3764989,-0.5526062,-0.14594367,0.15850726,0.022378687,0.047249738
attn_3_3_outputs,0,0.06893917,0.34171757,0.28428715,0.09563919,0.048760094,0.46756318,-0.52716935
attn_3_3_outputs,1,-0.23270406,-0.3273055,-1.2850381,-0.026702374,-0.15985377,0.004414246,0.35400623
attn_3_3_outputs,2,0.016710056,-0.12690912,-0.16342458,-0.06629382,-0.22316715,0.1236368,-0.49547413
attn_3_3_outputs,3,0.055899102,-0.16586646,-0.30652624,-0.3962755,-0.44484615,0.19309555,-0.87031883
attn_3_3_outputs,4,1.2151626,0.8221444,0.5106038,0.7744632,0.7356302,-2.9016724,0.9031275
attn_3_3_outputs,5,0.17478843,-0.05750002,0.011101296,0.08818961,0.05733827,0.38856986,-0.11713148
attn_3_3_outputs,6,0.2843486,0.23782836,-0.15856013,-0.29533452,-0.42993918,0.7623406,-0.5723291
attn_3_3_outputs,7,-0.84347075,0.10086221,0.089158446,0.21362323,0.2764518,0.3949741,-1.5813636
mlp_0_0_outputs,0,-0.06347675,-0.31538013,-0.006973855,0.11547434,0.92300624,0.24601212,1.6658785
mlp_0_0_outputs,1,-0.24845977,-0.04839805,1.0641612,-0.31242904,-0.3008695,-0.46903417,0.11037999
mlp_0_0_outputs,2,0.31874806,-0.16673183,0.13259219,0.35545334,0.32451364,0.119663954,0.15311007
mlp_0_0_outputs,3,0.48360696,-0.06800866,0.093070224,0.20581791,0.06353729,0.6097222,-0.49666157
mlp_0_0_outputs,4,-1.0113888,-0.3104759,0.5779651,-0.34083158,0.5598045,1.8226787,-5.671519
mlp_0_0_outputs,5,0.6186319,1.5519613,1.1422832,0.9806472,1.2257605,0.77456605,-1.0564389
mlp_0_0_outputs,6,0.92387223,1.3143125,1.3085963,1.2439793,1.7332294,-0.29106408,-10.310487
mlp_0_0_outputs,7,-0.30640215,-1.3465955,-1.341349,-0.48944354,-0.46325907,-0.48666385,2.432701
mlp_0_1_outputs,0,0.7804245,0.59304684,0.75984174,0.780063,0.3430267,1.1304721,-1.8618077
mlp_0_1_outputs,1,0.5433598,0.25406232,0.21550588,-0.18392012,0.40665823,0.1257605,-0.07556797
mlp_0_1_outputs,2,-1.1009617,0.4361719,0.18472996,0.2587242,0.15929696,0.90904653,-2.3704755
mlp_0_1_outputs,3,-0.49513847,-0.047017,-0.11554651,-0.7007535,-0.76149905,0.26494938,0.42708236
mlp_0_1_outputs,4,0.32672405,0.1321508,0.2868392,0.47137854,0.250702,1.1650227,-2.3118503
mlp_0_1_outputs,5,-2.5995455,-2.2047315,-1.4714682,-4.0713625,-1.211033,-1.2301439,6.5238566
mlp_0_1_outputs,6,0.87809294,0.63124055,0.7424483,0.9671997,0.47662222,0.460348,-2.3192773
mlp_0_1_outputs,7,0.80208206,-0.21464571,-1.0481211,1.4946654,0.6588977,0.7582349,-3.3414695
mlp_1_0_outputs,0,-0.27789727,0.275208,0.34868994,0.22035275,0.06362598,0.09919933,0.98004574
mlp_1_0_outputs,1,-0.44509083,0.030658565,-0.33285657,0.027080975,0.036628634,0.19912207,-0.2511829
mlp_1_0_outputs,2,-0.5466303,0.0755709,0.09314186,-0.28251728,0.22469097,-0.48093164,1.5811958
mlp_1_0_outputs,3,-0.93656445,-0.3147735,-0.37934068,-0.4629535,-0.26390645,-0.6630681,1.4107239
mlp_1_0_outputs,4,-0.5628027,-0.016111791,0.048062712,-0.28218415,-0.116643526,0.3450568,-0.33760515
mlp_1_0_outputs,5,-0.32224584,0.18416837,0.23935206,0.4400348,0.73258805,-0.37832445,1.7611173
mlp_1_0_outputs,6,-0.042238608,0.6035107,0.556323,0.29430884,0.71499276,0.30208093,1.4105282
mlp_1_0_outputs,7,-0.009287413,0.9251426,0.7523506,0.41091928,0.78298295,1.3398006,-5.683703
mlp_1_1_outputs,0,-2.4016006,-1.1574769,-1.3173728,-1.5364279,-1.6773726,-1.1194506,0.9897045
mlp_1_1_outputs,1,-0.7435285,0.592255,0.7197085,-0.23112187,-0.7058285,0.1643268,0.9292975
mlp_1_1_outputs,2,1.1926774,0.052486442,0.14834483,0.45057824,3.3176954,0.8030674,-3.639566
mlp_1_1_outputs,3,0.5545474,0.27947268,0.29407477,0.23211893,-0.2877579,1.0865896,-1.8776783
mlp_1_1_outputs,4,-0.48450258,0.17277592,0.2040179,-0.016431758,-0.8012537,0.024362352,0.5914313
mlp_1_1_outputs,5,0.66554964,0.5182215,0.4209633,0.18393148,0.034396626,0.9148109,-0.1906538
mlp_1_1_outputs,6,0.13964406,0.26362425,0.13977042,0.20305295,0.14280228,0.6398305,-1.0540135
mlp_1_1_outputs,7,0.33347654,-0.15329629,-0.071096055,0.1222182,0.039441295,0.07672747,-0.25429663
mlp_2_0_outputs,0,0.33983353,0.5312671,0.52912664,0.47100225,-0.055585537,-0.5297171,1.8583832
mlp_2_0_outputs,1,-0.011431188,0.021076977,-0.048067197,0.11876814,-0.3133415,-0.028259065,-0.44737488
mlp_2_0_outputs,2,0.5821442,0.608306,0.69516206,0.9314923,0.22339173,0.12868708,-4.8724823
mlp_2_0_outputs,3,-0.38285276,-0.013565396,0.008511906,0.25613666,-0.21638227,-0.20062028,0.7027644
mlp_2_0_outputs,4,-1.337158,-0.85849607,-0.75134724,-0.34379122,-0.811705,-0.2279232,3.5055025
mlp_2_0_outputs,5,0.73447734,0.89412844,0.8297267,0.85332435,0.6203225,0.57535774,-5.141628
mlp_2_0_outputs,6,-0.38965347,0.03728718,0.3318349,-0.15939417,-0.20619872,-0.072365254,0.2692775
mlp_2_0_outputs,7,-0.55632174,-0.28138888,-0.12749965,-0.049233545,-0.39018193,-0.31924,0.08881171
mlp_2_1_outputs,0,-0.35248208,0.05914388,-0.26558548,0.54620427,-0.083591685,0.68449533,-0.9824648
mlp_2_1_outputs,1,-0.30234182,-0.40314108,-0.023559267,0.47071335,-0.07836587,0.56966275,1.1814754
mlp_2_1_outputs,2,0.05685351,-0.06382668,0.2913109,0.9650825,0.40142348,0.6310792,0.20417781
mlp_2_1_outputs,3,-0.0736108,-0.18535739,0.10381406,0.6374566,0.12708321,0.536587,1.3660927
mlp_2_1_outputs,4,-0.51589423,-0.5475988,-0.29093108,-0.0035700987,-0.044725202,0.24514055,0.4347114
mlp_2_1_outputs,5,-0.072935104,-0.067455105,0.16115896,0.8797634,0.19007987,0.69920176,-0.33292544
mlp_2_1_outputs,6,0.06398265,-0.08810996,0.22830182,0.9552848,0.35720807,0.7975343,-1.1173824
mlp_2_1_outputs,7,-0.029952506,0.07375243,-0.67759395,1.0694335,0.020068439,0.032611687,0.23649953
mlp_3_0_outputs,0,-0.22532648,0.20171028,0.7639155,-0.07496981,-0.07965799,-0.17226557,0.23132072
mlp_3_0_outputs,1,-0.4248444,-0.3106315,-0.79182553,-0.23813294,-0.1673285,-0.27545545,-0.5350418
mlp_3_0_outputs,2,-0.33519214,0.021425271,1.0259604,-0.024290787,-0.11227573,-0.24273697,0.009007145
mlp_3_0_outputs,3,-0.20936498,0.11806684,0.939431,0.01722296,-0.020662278,0.0026318908,-0.21910943
mlp_3_0_outputs,4,-0.23679955,0.14456838,1.0370605,-0.022231093,-0.23873112,-0.09474143,0.64189976
mlp_3_0_outputs,5,-0.2199806,-0.0016393603,0.057479262,0.82329035,0.004323133,-0.08204702,0.041341238
mlp_3_0_outputs,6,-0.043893408,-0.16265859,0.16785513,0.3848344,0.42129716,-0.37022933,-0.49641442
mlp_3_0_outputs,7,0.0002926921,0.3304928,1.3899664,0.26192343,0.19011572,0.044468045,0.3694216
mlp_3_1_outputs,0,0.11054684,0.21301727,0.38748845,0.0982331,0.7999496,1.2228554,-1.672806
mlp_3_1_outputs,1,0.048708297,0.12732275,0.29584184,0.05959675,1.0300694,1.1376511,-1.436633
mlp_3_1_outputs,2,-0.1476274,-0.14671905,0.16656119,-0.09688154,0.704168,1.1437024,-1.6738429
mlp_3_1_outputs,3,-0.17305885,-0.13136864,0.104934946,-0.18119787,0.64329344,0.5431543,-1.3569363
mlp_3_1_outputs,4,0.44472963,0.3363,0.59017795,0.35155806,1.1756932,1.2707493,-1.5106496
mlp_3_1_outputs,5,-0.2829722,-0.328257,-0.107662484,-0.0048840283,-2.5940433,-2.0033498,3.3303416
mlp_3_1_outputs,6,0.1684984,-0.0075518256,0.5577716,0.15964012,1.1100407,0.64495325,-0.96493995
mlp_3_1_outputs,7,-0.119395755,-0.106786475,0.26775193,-0.13521886,0.5068776,0.5983573,-1.14597
num_attn_0_0_outputs,_,-0.3243752,0.8494351,-0.33020386,-0.37915418,-0.41022775,-0.3453454,-0.35659784
num_attn_0_1_outputs,_,-0.19930153,-0.013455091,0.109402955,-0.49897414,-0.2837665,0.25694257,0.7397121
num_attn_0_2_outputs,_,5.50605,0.06467821,-1.5962791,-1.283519,-0.3475945,-1.269306,-3.1866775
num_attn_0_3_outputs,_,-0.25974438,-0.4295955,-0.37088773,-0.26530915,0.06522815,8.8714776e-05,0.8663279
num_attn_1_0_outputs,_,-0.07678983,0.75712293,0.004206513,-0.08606711,-0.06623979,-0.11891351,-0.15114392
num_attn_1_1_outputs,_,-0.7351841,0.23470739,0.3836094,0.29126197,-0.14194728,-1.8441465,0.029598108
num_attn_1_2_outputs,_,0.6487725,-0.0002816636,2.765095,-2.6416287,0.4535037,0.49396724,-1.6521723
num_attn_1_3_outputs,_,-7.7947736,1.1090425,2.6924217,1.4536613,-2.1395955,2.4931335,-0.45201185
num_attn_2_0_outputs,_,-0.43992603,-0.2618179,-1.0467879,1.6084613,-0.45969617,-0.50708604,-0.64665633
num_attn_2_1_outputs,_,0.12826948,0.2417861,0.13168938,0.13599376,0.12977137,0.14161141,0.07809966
num_attn_2_2_outputs,_,-0.025295297,0.06786183,-0.6608077,-0.27180195,-0.08913077,0.015804054,0.051982988
num_attn_2_3_outputs,_,-0.24717335,0.48572055,0.32933986,0.32339165,-3.1981206,0.43340537,2.1005092
num_attn_3_0_outputs,_,-0.14882243,-1.1395317,0.07884883,-0.27183276,-0.13367437,-0.18036713,0.48740813
num_attn_3_1_outputs,_,-0.34308124,-0.3848594,-0.32575324,-0.33981138,-0.35116175,-0.37761694,-0.37300602
num_attn_3_2_outputs,_,0.6377684,-0.42810208,-0.3119898,-0.29749542,-0.5409625,-0.1059489,0.09783244
num_attn_3_3_outputs,_,-0.5480987,-0.4989799,-0.53299415,-0.4846517,2.7820282,-0.6169863,-0.37095898
num_mlp_0_0_outputs,0,-0.094048806,-0.07678542,-0.38622776,0.11558213,-0.31247163,-0.011740424,-0.42585844
num_mlp_0_0_outputs,1,0.13495001,-0.22817829,-0.81470025,-0.15257949,2.0021737,-0.45668253,-0.66042906
num_mlp_0_0_outputs,2,-0.3898179,-0.6035379,0.8569243,-0.6841707,-0.48164353,0.8986424,1.7904757
num_mlp_0_0_outputs,3,-0.11957649,0.022384174,-0.25716376,0.58836055,-0.109829195,0.19966327,-0.45661324
num_mlp_0_0_outputs,4,0.44626558,0.47543272,0.10914579,0.59412277,0.061587837,0.26321876,0.00843873
num_mlp_0_0_outputs,5,0.24003585,0.2628355,-0.089703776,0.579355,-0.1059119,0.3295993,-0.22105664
num_mlp_0_0_outputs,6,-0.25973356,0.26641867,-0.3616859,0.38083386,-0.23963183,-0.34447643,-0.73341376
num_mlp_0_0_outputs,7,0.12537825,0.07156229,-0.21795873,0.07551599,-0.07248666,-0.11189813,-0.34376055
num_mlp_0_1_outputs,0,0.14533864,0.1973872,-0.06607964,-0.07569507,-0.08888848,-0.090509444,0.1796885
num_mlp_0_1_outputs,1,-0.084821604,-0.18340112,-0.14742938,-0.2200361,-0.13986881,-0.06664875,-0.42971417
num_mlp_0_1_outputs,2,0.048725363,0.07351122,-0.08610105,0.019110696,-0.15539531,-0.06721878,-0.24402061
num_mlp_0_1_outputs,3,0.2046948,0.16601181,-0.023758145,0.17501466,0.041680463,0.13945799,-0.18603314
num_mlp_0_1_outputs,4,-0.21814503,1.0466791,0.26253325,-0.52740043,-0.31794566,-0.1968588,-0.17040183
num_mlp_0_1_outputs,5,0.06955112,-0.05673851,-0.09526286,-0.47092202,-0.16840199,-0.25155586,-0.30108607
num_mlp_0_1_outputs,6,0.14098582,-0.67586005,0.40691477,-0.11528689,0.24467134,0.18281215,-0.31269327
num_mlp_0_1_outputs,7,-0.4326525,-0.76405895,-0.4385549,1.2366617,0.022596434,1.2454401,0.3569582
num_mlp_1_0_outputs,0,-0.22837055,1.0476756,-0.45861468,-0.0743892,-0.13197511,0.14422871,-0.26978165
num_mlp_1_0_outputs,1,0.08759851,0.27144626,-0.19414416,0.060541768,-0.049223192,0.08033369,-0.4452878
num_mlp_1_0_outputs,2,-0.24171126,-1.6756108,-0.22377226,0.384329,0.16011101,0.61812377,-1.1056285
num_mlp_1_0_outputs,3,0.060586218,0.24189492,-0.21842827,-0.022012448,-0.05785879,0.047104333,-0.3540488
num_mlp_1_0_outputs,4,-0.8865329,-0.8220012,0.58201677,0.1600875,0.05779432,0.4426747,1.2897515
num_mlp_1_0_outputs,5,-1.3284783,2.839371,-1.0379214,-0.48201874,-0.62244636,-0.1454599,-0.8983745
num_mlp_1_0_outputs,6,0.11836566,0.067922354,-0.0911016,-0.09245019,-0.14264448,-0.016103724,0.065042555
num_mlp_1_0_outputs,7,4.715443,-1.7145538,0.09387217,-0.91783273,-0.3071877,-0.77174383,1.1662371
num_mlp_1_1_outputs,0,-0.018629927,0.27834463,0.33902672,-0.40207794,-0.099844225,0.06745893,-0.21857478
num_mlp_1_1_outputs,1,0.07200931,0.12303209,-0.15070158,-0.19108146,-0.06559789,-0.6447183,-0.38243276
num_mlp_1_1_outputs,2,-0.19494332,-0.17996298,0.7445048,-0.17668861,-1.2368997,-0.31141838,0.25386754
