feature,value,1,2,3,4,5,6
attn_1_1_outputs,0,1.1637992,0.131028,-0.39826226,0.18724078,-1.6485983,-0.2228527
attn_1_1_outputs,1,0.49342027,0.24699017,0.7879976,-0.81942457,-1.5023648,-0.6483963
attn_1_1_outputs,2,0.49696252,0.49760813,-0.018317727,-0.25238228,-1.2725147,-0.67678624
attn_1_1_outputs,3,-0.090340205,-0.5431716,0.124692686,0.33731923,-0.9666462,0.09012741
attn_1_1_outputs,4,0.42925173,1.7839037,-1.4700006,0.3115936,-1.2800936,-0.82211286
attn_1_1_outputs,5,2.5890322,1.7364882,0.70829415,-3.8633418,-1.1568828,-4.343689
attn_1_1_outputs,6,2.4917529,2.1657884,-0.11752891,-1.3269837,-6.2636905,-3.9617114
attn_1_1_outputs,7,3.5451949,0.5305105,0.3632908,-2.4288325,-3.4976206,-6.060524
attn_2_0_outputs,0,2.6832383,4.376499,2.0417295,-0.821188,-4.6111856,-0.41663885
attn_2_0_outputs,1,0.12848704,-0.10855468,0.49469683,0.37626654,1.4059124,0.30370742
attn_2_0_outputs,2,0.76283026,-0.58205175,-0.88772523,0.16728903,0.50688237,0.49771068
attn_2_0_outputs,3,2.456247,3.902014,1.5294424,-2.0393891,-6.3949933,-3.2566824
attn_2_0_outputs,4,1.5971648,2.9576733,0.17084664,-3.7565532,-6.7997155,-12.12372
attn_2_0_outputs,5,-0.137605,0.03310401,0.7372031,-1.7481613,1.46263,0.38769424
attn_2_0_outputs,6,-0.6027552,-0.046918694,-0.10580773,1.0103344,-0.44859025,1.3515548
attn_2_0_outputs,7,-1.2170405,-0.9111533,-0.21174783,-0.015766842,2.1162071,1.1628786
attn_2_1_outputs,0,1.3361974,0.5964064,-0.54418564,0.39471883,-1.6452142,-0.4183472
attn_2_1_outputs,1,-0.13716686,-0.025627803,1.7273492,-1.5842086,-1.1703924,-0.14632638
attn_2_1_outputs,2,3.8372264,2.5613492,-0.9315328,-3.231862,-5.8856564,-7.6606402
attn_2_1_outputs,3,0.7545341,-0.13060719,-0.12594357,1.0296046,-0.28129855,-0.28695953
attn_2_1_outputs,4,4.4886017,1.9531449,-1.7886038,-3.4207695,-12.307997,-7.630882
attn_2_1_outputs,5,0.2531113,-0.056147706,-0.1488203,-1.5606614,0.39151597,-0.45986584
attn_2_1_outputs,6,-0.04726615,-0.24059662,-0.9597978,0.20003271,-0.84230226,0.9912777
attn_2_1_outputs,7,3.8517797,2.5032465,-0.5060371,-1.7492377,-2.655557,-2.93747
mlp_0_0_outputs,0,0.3907908,-0.19294311,-0.05379444,0.5797945,-0.18338522,0.41901448
mlp_0_0_outputs,1,0.24033943,0.15630223,0.18594065,-0.20021138,0.24241197,0.21115983
mlp_0_0_outputs,2,-0.1976111,-0.59018886,-0.32092083,0.050752036,-0.25244924,-0.2478594
mlp_0_0_outputs,3,-0.98606133,-0.4500706,0.10182554,0.7903406,0.9603477,-0.84980625
mlp_0_0_outputs,4,1.6617002,2.2057557,0.24431543,0.6134785,-0.65580744,-3.6331968
mlp_0_0_outputs,5,1.7917414,2.1184971,0.5716207,-0.4144968,-3.0215237,-5.324777
mlp_0_0_outputs,6,2.456744,0.54774314,-1.0632994,1.2256588,-4.3242965,-2.8549452
mlp_0_0_outputs,7,1.563069,1.3346854,0.33785713,-3.403478,-0.7729203,-5.8388968
mlp_1_0_outputs,0,1.9156107,1.4019477,-0.7883733,-1.6433775,-3.8442268,-5.9612613
mlp_1_0_outputs,1,0.0029999267,0.09231239,0.13922752,0.0496021,0.23992682,-0.6881616
mlp_1_0_outputs,2,2.0938363,2.3284638,1.0609559,-7.311118,-2.0481791,-1.8395325
mlp_1_0_outputs,3,2.8834102,0.5846063,0.074683264,-3.1104724,-5.401603,-4.09005
mlp_1_0_outputs,4,-0.38835543,0.030821454,-0.032370444,0.13762438,-0.028119203,-0.0858024
mlp_1_0_outputs,5,1.1608566,0.16566873,0.79983157,-1.4525183,-1.9292876,-3.0255086
mlp_1_0_outputs,6,0.12964614,0.069074646,0.28201973,0.66161627,0.10169931,-0.3053628
mlp_1_0_outputs,7,0.16627476,0.2694888,-0.20786403,-0.7991808,-0.16599631,0.05090156
mlp_2_0_outputs,0,2.788185,1.4370686,-0.22245696,0.82109565,-6.607732,-2.9255385
mlp_2_0_outputs,1,-0.80351335,2.4752357,1.9571799,-4.2633343,-1.3392483,-2.7728014
mlp_2_0_outputs,2,2.4012356,0.91210717,-0.120308906,-1.373065,-2.3786166,-1.6793219
mlp_2_0_outputs,3,-0.052015726,-0.34059453,0.50034267,0.029517965,0.20435008,-0.71010596
mlp_2_0_outputs,4,1.9316274,-3.2765858,0.49308407,-0.41039178,-1.0518389,-0.19655459
mlp_2_0_outputs,5,0.7613029,0.9554274,-0.10409336,-3.7993414,-3.0241065,-3.457828
mlp_2_0_outputs,6,3.4793427,4.1400824,2.6597035,-2.6599133,-5.1230016,-3.6478176
mlp_2_0_outputs,7,2.659696,3.1225994,1.296944,-1.365095,-2.846958,-5.736599
num_attn_0_0_outputs,_,2.184366,0.49342257,-0.58902746,-1.6166402,-2.2571476,-3.5143743
num_attn_0_1_outputs,_,2.9713206,0.42421955,-1.9561819,-4.413298,-5.221526,-4.5992627
num_attn_1_0_outputs,_,-14.899863,-5.2147183,4.2536316,9.297773,13.022228,7.915885
num_attn_1_1_outputs,_,0.3107347,0.39031819,0.5264826,-0.41720426,-0.7862704,-3.2696793
num_attn_2_0_outputs,_,-4.4999504,-4.0000167,-2.3707361,2.1257465,4.290047,8.9641695
num_attn_2_1_outputs,_,4.040673,0.9215011,-2.7463279,-6.4164615,-7.221188,-5.4939837
num_mlp_0_0_outputs,0,1.5439339,-0.8050351,-0.9707606,0.046227343,0.04364958,-0.23861533
num_mlp_0_0_outputs,1,-1.7020235,1.0789185,2.6174161,0.48393914,0.111623175,-0.06707712
num_mlp_0_0_outputs,2,0.7257769,2.9860392,-0.74503666,-6.6879044,-1.1829921,-0.31378537
num_mlp_0_0_outputs,3,0.15676579,-0.09494433,0.8120529,0.75299126,0.70880157,-0.012798595
num_mlp_0_0_outputs,4,2.9959111,-1.3767447,-6.639368,-0.67031103,-0.8642794,0.11625762
num_mlp_0_0_outputs,5,-0.03625256,0.07165692,0.50672287,0.70285,0.19901016,0.027552748
num_mlp_0_0_outputs,6,0.28230664,-0.5020818,0.09153636,0.5136043,0.1563564,-0.15411569
num_mlp_0_0_outputs,7,9.593248,3.3397877,0.13716024,-2.6508791,-7.0457454,-9.5606785
num_mlp_1_0_outputs,0,6.3334184,7.104375,4.3657823,-0.52368605,-6.6713734,-4.038851
num_mlp_1_0_outputs,1,0.00040412822,-0.45503697,0.26868382,0.53312695,0.7487819,-0.15692438
num_mlp_1_0_outputs,2,-0.5155998,-0.6617235,0.13080813,0.02528278,0.84724313,-0.4765854
num_mlp_1_0_outputs,3,5.45735,5.952415,2.7327278,-1.4328877,-5.28656,-5.14908
num_mlp_1_0_outputs,4,2.809045,1.2597901,-3.0959089,-3.3332696,-3.7040353,-5.5021324
num_mlp_1_0_outputs,5,-0.64480966,-1.0942922,0.2585898,0.15879034,1.017375,0.15256484
num_mlp_1_0_outputs,6,-0.80752635,-0.6296532,0.44668567,0.79220575,0.84119004,-0.37593114
num_mlp_1_0_outputs,7,-2.1026251,-0.67524415,0.40636683,-0.18979271,1.5720822,0.36927634
num_mlp_2_0_outputs,0,0.49720407,-0.29376838,-0.49263442,-0.9241631,-1.5365211,-0.8130179
num_mlp_2_0_outputs,1,0.3744585,0.24082115,0.2120899,0.034879614,0.0016225969,-0.37730217
num_mlp_2_0_outputs,2,0.9243418,0.47445184,-0.07398921,-0.59171563,-0.61181086,0.26729676
num_mlp_2_0_outputs,3,4.428556,0.69363207,-0.6195027,-2.9876084,-4.396279,-1.6664639
num_mlp_2_0_outputs,4,3.335178,-2.4622145,-2.22543,4.4266486,-0.22134528,-0.4796006
num_mlp_2_0_outputs,5,1.9043791,1.9079629,-0.09200859,-3.3365939,-3.9808877,-5.4528174
num_mlp_2_0_outputs,6,2.0985126,-0.53228474,-0.29975128,-0.5337599,-0.67196953,-0.61981046
num_mlp_2_0_outputs,7,1.0805787,0.34319025,-0.14407565,-1.0424448,-1.1693369,-0.34604287
ones,_,2.7350316,1.187976,-0.35710865,-2.8533697,-4.034879,-3.2046697
positions,0,-0.33888695,0.25300616,0.13688359,0.1710909,-0.4032377,-0.465875
positions,1,1.8169038,1.2780647,-0.14547375,-1.8814082,-2.5724263,-2.5324693
positions,2,1.9206365,1.1560593,-0.38169482,-2.3467784,-3.4720085,-3.1842592
positions,3,1.8729274,1.1794108,-0.2589765,-2.2314095,-2.2695723,-3.006266
positions,4,1.9055464,1.147409,-0.54748917,-2.2428198,-3.4631293,-2.9528072
positions,5,2.352734,1.4493412,-0.13929157,-2.3814766,-3.5504057,-3.0306633
positions,6,2.1613767,1.4857355,-0.08584329,-1.9123962,-5.539622,-2.621549
positions,7,2.0747685,1.3130873,-0.17877373,-2.030677,-3.5300062,-2.4720654
tokens,0,1.4104682,0.928355,-0.6822455,-2.2948565,-3.7101214,-3.1507664
tokens,1,1.5831958,1.4152457,-0.2044369,-1.7777326,-3.168772,-2.7235715
tokens,2,1.8816733,1.6374071,-0.025919247,-1.5549246,-3.0686011,-2.421485
tokens,3,1.5690454,1.2041155,-0.41771126,-1.9954114,-3.4466696,-2.9696987
tokens,4,1.7203975,1.3741139,-0.26806495,-1.832493,-3.2634099,-2.6944282
tokens,5,1.0888765,0.7908072,-0.94151115,-2.5486734,-3.9230955,-3.5831594
tokens,<pad>,0.3064847,0.6987734,-0.1286324,0.21922612,0.89794755,-0.103733905
tokens,<s>,0.3215584,0.9962383,-0.29671818,0.043651346,0.17375696,-0.48533925
