feature,value,0,1,2,3,4
attn_1_3_outputs,4,-0.3260966,-0.37060425,-0.26068538,-0.12612352,1.245585
attn_1_3_outputs,</s>,-0.08426708,-0.16683778,0.15577364,0.2080117,0.20689155
attn_1_3_outputs,<pad>,0.1319233,0.13903773,0.48904437,-0.4316304,-0.107896894
attn_1_3_outputs,<s>,0.039564867,0.045205493,0.07968183,0.17284702,0.3256969
attn_1_3_outputs,_,0.2006529,-0.28762785,-0.24177717,-0.3234581,-0.11218902
attn_1_3_outputs,_,-0.48031995,-0.5837398,0.81828845,-0.59172595,0.31266385
attn_1_3_outputs,_,-0.25200462,0.16226436,0.4448478,-0.29097113,0.2604347
attn_1_3_outputs,_,0.35906324,0.3071298,0.018394101,-0.025231164,0.47024006
attn_1_3_outputs,_,-0.54874027,-0.12706207,-0.35107583,0.18543029,0.11182014
attn_1_3_outputs,_,0.09724763,-0.09279862,0.109068245,0.084270015,0.37140012
attn_1_3_outputs,_,0.08829878,0.44164896,0.15072508,-0.17225951,0.54157585
attn_1_3_outputs,_,-0.3318038,0.3895522,0.41930294,-0.31885687,-0.17221892
attn_2_0_outputs,0,-0.70496595,-0.028573418,0.19108461,0.45676875,0.12402876
attn_2_0_outputs,1,0.014427451,-1.0031524,0.1599465,0.47376704,-0.018878635
attn_2_0_outputs,2,0.073998466,-0.021625703,-0.5867044,0.50137675,0.03221438
attn_2_0_outputs,3,0.06467711,0.028846202,0.16331066,-0.18454355,0.13997477
attn_2_0_outputs,4,-0.121586405,-0.31487778,-0.05230785,0.26541412,-0.89886296
attn_2_0_outputs,</s>,0.2622962,0.027347323,0.059474785,0.45634505,-0.38871184
attn_2_0_outputs,<pad>,0.32070953,-0.13066651,-0.0019970085,0.09531032,0.5010846
attn_2_0_outputs,<s>,0.2762894,0.21144411,0.040714078,-0.1350888,0.16348276
attn_2_0_outputs,_,0.0011614796,0.08310754,0.50980854,-0.4237715,0.42339244
attn_2_0_outputs,_,0.12515436,0.1999886,-0.14276347,0.8166003,-0.14104958
attn_2_0_outputs,_,-0.36314383,-0.26949918,-0.31302056,-0.52974725,-0.32762796
attn_2_0_outputs,_,-0.37646708,0.24638395,-0.23134531,-0.15155233,-0.2409389
attn_2_0_outputs,_,0.2868915,0.46802425,0.18997438,-0.22043595,0.08527245
attn_2_0_outputs,_,-0.38896593,-0.24181545,-0.17552887,-0.2540731,-0.3525926
attn_2_0_outputs,_,0.21843332,0.24913606,0.4505799,0.311623,0.6719638
attn_2_0_outputs,_,0.44401488,-0.29985118,-0.20671748,0.24833117,0.053966846
attn_2_1_outputs,0,0.57541806,0.3385441,-0.04979873,0.10143243,0.10404257
attn_2_1_outputs,1,-0.30606887,0.4772422,-0.37637514,-0.30186114,-0.25228387
attn_2_1_outputs,2,-0.11225565,0.15356599,0.37314916,-0.048632775,-0.035522725
attn_2_1_outputs,3,-0.47822803,-0.22804214,-0.5618069,0.13544625,-0.3356767
attn_2_1_outputs,4,-0.32450908,-0.097021244,-0.38717967,-0.33959168,0.31604883
attn_2_1_outputs,</s>,-0.48561683,0.16926926,-0.22284272,0.44398773,-0.1408187
attn_2_1_outputs,<pad>,-0.23484695,0.49445426,-0.24668078,-0.49001226,-0.34345153
attn_2_1_outputs,<s>,0.2963742,0.3093242,-0.13194041,-0.063792236,0.008069552
attn_2_1_outputs,_,-0.13542916,0.053557638,0.2590014,0.41181782,0.53710264
attn_2_1_outputs,_,0.0917264,0.3563751,0.05395942,0.4792001,-0.09369096
attn_2_1_outputs,_,-0.57049954,-0.20836498,-0.16167668,0.042657137,-0.051751655
attn_2_1_outputs,_,-0.08708432,-0.049866244,-0.02202435,0.22143023,0.15878549
attn_2_1_outputs,_,-0.07819524,0.08650968,-0.17502764,0.08949448,0.27931404
attn_2_1_outputs,_,0.22837709,0.41173065,-0.22068839,0.21585722,0.47080553
attn_2_1_outputs,_,0.5311867,0.7442935,0.25660267,-0.06500218,0.5151886
attn_2_1_outputs,_,0.09804083,-0.043387383,-0.19339712,0.15532522,0.2059911
attn_2_2_outputs,0,-0.61361283,0.502326,0.4930689,0.62943625,0.5158424
attn_2_2_outputs,1,0.10716518,-0.5296582,0.31341818,0.4009937,0.37318835
attn_2_2_outputs,2,0.1507117,0.43217495,-0.5582572,0.47174376,0.39126006
attn_2_2_outputs,3,0.026621807,0.24752073,0.16809344,-0.5398936,0.28424594
attn_2_2_outputs,4,-0.05025843,0.25374758,0.13058105,0.3457504,-0.7172438
attn_2_2_outputs,</s>,0.26481935,0.4596717,0.49139327,0.30326888,0.013259585
attn_2_2_outputs,<pad>,-0.9853762,-0.21405216,-0.1657457,-0.11798934,0.13138163
attn_2_2_outputs,<s>,-0.46522483,-0.19539353,-0.44389334,-0.29318005,-0.63366634
attn_2_2_outputs,_,0.054503087,0.2192294,-0.3076621,0.91216034,-0.12340902
attn_2_2_outputs,_,-0.21051803,-0.23939034,-0.24077559,-0.19990239,-0.22613837
attn_2_2_outputs,_,-0.63036484,0.111491464,-0.5459087,-0.102645524,0.20233907
attn_2_2_outputs,_,-0.18017317,0.011130526,0.22038895,-0.47811738,0.043171488
attn_2_2_outputs,_,0.37386677,0.113859385,0.031105837,-0.11323726,-0.116886504
attn_2_2_outputs,_,-0.22703752,0.1581763,0.28736475,0.23860392,0.18101753
attn_2_2_outputs,_,0.03925676,0.03558321,-0.1675965,-0.21533757,0.13459471
attn_2_2_outputs,_,0.29243618,-0.43573812,-0.29389748,-0.19763565,0.23950072
attn_2_3_outputs,0,-1.0803009,-0.08702527,-0.051124416,-0.20151547,-0.09020488
attn_2_3_outputs,1,0.37635174,-0.8336129,0.38648513,0.14126751,0.32248327
attn_2_3_outputs,2,0.3072933,0.17005198,-0.81127894,0.028147547,0.24638814
attn_2_3_outputs,3,0.27436268,0.08248239,0.29652703,-1.0636568,0.22736129
attn_2_3_outputs,4,0.3582516,0.25884095,0.3973659,0.16614111,-0.7516058
attn_2_3_outputs,</s>,0.1008022,-0.018790513,0.002272675,-0.24815768,0.050581746
attn_2_3_outputs,<pad>,0.32337606,0.19120662,0.2756834,-0.55946517,-0.80649745
attn_2_3_outputs,<s>,0.16993031,0.13687679,0.23730281,-0.010046283,0.12807694
attn_2_3_outputs,_,0.024564862,0.42025468,-0.18123657,-0.29103625,0.5694514
attn_2_3_outputs,_,-0.24309216,0.14938098,0.22774479,-0.5950472,0.06112879
attn_2_3_outputs,_,-0.27029583,0.37210238,-0.1295986,0.26211625,-0.36595085
attn_2_3_outputs,_,0.25920665,0.23036581,0.002213947,0.059309494,0.39613533
attn_2_3_outputs,_,-0.29447958,-0.26401407,-0.043010622,-0.29526174,0.49630275
attn_2_3_outputs,_,-0.07497225,0.03279383,0.42541006,-0.021717912,0.08089037
attn_2_3_outputs,_,-0.009645117,0.3295566,0.062294953,-0.7320035,0.32889357
attn_2_3_outputs,_,0.41629487,-0.31065238,0.24359214,0.051911104,0.1600861
mlp_0_0_outputs,0,-3.431799,-3.372639,7.3317537,-2.919072,-3.1946445
mlp_0_0_outputs,1,0.34064078,0.7781026,1.1962647,0.95277107,0.8161965
mlp_0_0_outputs,10,0.18091048,0.14789262,-0.37981668,-0.00048335336,0.5208025
mlp_0_0_outputs,11,-0.79502827,-0.023895346,0.01622186,0.35041764,0.22499667
mlp_0_0_outputs,12,0.093328655,-0.054799147,0.08775721,-0.46067628,-0.795617
mlp_0_0_outputs,13,-1.0325801,-0.14069657,0.36307666,0.14940463,-0.0052556368
mlp_0_0_outputs,14,-2.829089,-2.667242,-2.1992068,-2.6405365,7.837962
mlp_0_0_outputs,15,7.3722672,-2.2609425,-1.7871805,-1.9549443,-2.1968336
mlp_0_0_outputs,2,0.0006447924,-0.19606885,-0.13184267,-0.4487436,0.4581976
mlp_0_0_outputs,3,0.08341068,-0.4533903,-0.8145273,-0.14289802,0.06250519
mlp_0_0_outputs,4,3.8768203,-1.0727997,-1.1754541,-0.32643056,-0.6627652
mlp_0_0_outputs,5,-4.2427464,7.4493394,-3.0580363,-3.2576942,-3.1665502
mlp_0_0_outputs,6,-0.54572463,0.4346579,0.32784334,0.3253882,0.18039156
mlp_0_0_outputs,7,-3.3874881,-3.2774427,-2.5177994,7.2104774,-3.1725018
mlp_0_0_outputs,8,-1.0417117,0.36019072,0.15373833,-0.092901476,-0.20493369
mlp_0_0_outputs,9,-0.00502159,0.32446215,0.8128064,0.47138977,0.30960938
mlp_1_0_outputs,0,0.4261761,-0.11581073,-0.5501114,2.6008334,-1.1186211
mlp_1_0_outputs,1,-1.1381717,1.0599353,0.36871383,0.28910908,-1.4618576
mlp_1_0_outputs,10,2.6800547,1.9912535,-1.3167987,-2.378564,-2.011655
mlp_1_0_outputs,11,-2.2874587,-2.513397,4.660303,-2.976354,-2.5683575
mlp_1_0_outputs,12,-1.9403936,2.1748397,-1.2364001,-1.9570256,2.6753683
mlp_1_0_outputs,13,0.03517621,0.27172196,0.1468744,-0.14432076,-0.1627672
mlp_1_0_outputs,14,4.7451797,-1.9382514,-1.76197,-2.5950027,-2.1716678
mlp_1_0_outputs,15,-1.133239,0.6956615,-0.7945063,2.402515,-1.4103667
mlp_1_0_outputs,2,-1.0405976,-0.27919674,-0.5966656,2.4755073,0.13472378
mlp_1_0_outputs,3,1.7591543,-0.68909824,-1.4346095,-1.5302494,1.5986518
mlp_1_0_outputs,4,-2.0954576,-1.7982745,-1.6763548,-2.7530441,4.8987384
mlp_1_0_outputs,5,-0.46518788,0.28416717,1.2715745,3.0518303,-0.59738195
mlp_1_0_outputs,6,-1.2436298,-0.557776,-0.8285113,3.1923032,-1.4165133
mlp_1_0_outputs,7,-1.9414989,0.60406786,-0.8876605,-0.93173206,1.3378929
mlp_1_0_outputs,8,-1.723385,4.3563967,-1.1366353,-1.7180072,-1.8677949
mlp_1_0_outputs,9,0.40353826,-0.009077386,0.43088225,-1.3169658,0.09815838
mlp_2_0_outputs,0,-0.015319938,-0.042125583,0.1552515,0.28311443,0.11932003
mlp_2_0_outputs,1,-0.83682436,-2.915632,2.4320083,1.7458025,-0.99925023
mlp_2_0_outputs,10,-0.2162169,-0.07052685,0.02841506,0.19791113,0.1569401
mlp_2_0_outputs,11,0.3304175,1.1006212,0.03467077,-1.236798,0.65923506
mlp_2_0_outputs,12,-0.095028214,1.3070732,3.801028,-2.183846,-0.28863913
mlp_2_0_outputs,13,-0.02540086,-0.1283882,0.5207374,0.19158418,0.57518876
mlp_2_0_outputs,14,0.6104171,1.3712207,1.1806388,-0.8305505,0.35059297
mlp_2_0_outputs,15,-0.0014311384,-4.033634,-0.9398418,3.3106937,0.03703344
mlp_2_0_outputs,2,0.14314283,-0.202667,0.055775676,-0.27883247,-0.27233675
mlp_2_0_outputs,3,-0.832471,0.5551997,-1.9914935,2.3105257,-0.91047597
mlp_2_0_outputs,4,1.3094976,-2.7278,0.49264237,0.56530005,1.1641546
mlp_2_0_outputs,5,0.26867443,-4.120988,4.2602324,-0.8448648,0.3858297
mlp_2_0_outputs,6,-0.09874065,0.49699622,-0.18367049,0.013138891,-0.07444955
mlp_2_0_outputs,7,1.0537784,1.7925545,0.03175507,-1.077996,0.3412619
mlp_2_0_outputs,8,0.13475204,0.8066151,-0.20153242,-0.4516788,0.027083548
mlp_2_0_outputs,9,0.5595636,2.1343691,0.3545485,0.09775464,0.6707666
num_attn_0_0_outputs,_,-0.16693556,0.11719881,0.2300599,-0.03609134,0.36598104
num_attn_0_1_outputs,_,-0.88851374,-0.47920766,0.46397802,0.4935024,-0.05431713
num_attn_0_2_outputs,_,0.17426576,-0.48552245,0.44802526,-0.061459173,0.4912068
num_attn_0_3_outputs,_,0.7409066,0.25607184,-0.4051257,-0.55242205,0.29390705
num_attn_1_0_outputs,_,0.33291185,-0.11670558,0.20685229,0.26786444,-0.021433197
num_attn_1_1_outputs,_,0.2734289,-0.33682144,0.28675684,0.2883643,0.11704378
num_attn_1_2_outputs,_,0.8949999,0.45511308,-0.24482553,0.041293982,-0.33747724
num_attn_1_3_outputs,_,-0.12494388,0.05891984,-0.08419745,-0.06460834,-0.042175557
num_attn_2_0_outputs,_,-0.82791287,-0.40677541,-0.39691427,-0.41729942,-0.44333914
num_attn_2_1_outputs,_,-0.27491814,-0.51447797,0.11530743,0.3061439,-0.13906594
num_attn_2_2_outputs,_,0.08972814,0.67894006,0.67471,0.6459861,-0.10849834
num_attn_2_3_outputs,_,-0.04069336,1.074356,-0.19235459,-0.106139086,1.109061
num_mlp_0_0_outputs,0,0.078679256,-0.18312663,-0.290823,0.039704975,0.0063087232
num_mlp_0_0_outputs,1,0.31320655,0.2679981,0.048074722,0.24360494,0.3775272
num_mlp_0_0_outputs,10,0.26526663,0.118219085,0.039575916,0.37348574,0.23397215
num_mlp_0_0_outputs,11,0.15280402,0.03261936,-0.11698351,0.10857375,0.07506406
num_mlp_0_0_outputs,12,-0.095357195,-0.15403984,-0.37007383,-0.08051747,-0.072609805
num_mlp_0_0_outputs,13,0.0441765,-0.06601339,-0.19739479,0.012078751,0.07319934
num_mlp_0_0_outputs,14,0.19363518,0.08182776,-0.031069513,0.17432699,0.14206053
num_mlp_0_0_outputs,15,0.030288508,0.0037448404,-0.2518666,0.02138083,0.08850549
num_mlp_0_0_outputs,2,-0.05153706,-0.16569827,-0.3345614,-0.08931271,-0.07993433
num_mlp_0_0_outputs,3,0.0045460514,-0.119112656,-0.3650552,-0.14403257,-0.023909505
num_mlp_0_0_outputs,4,0.23703448,0.04777089,-0.062344663,0.14484173,0.23747574
num_mlp_0_0_outputs,5,0.23975687,0.10711659,-0.121059924,0.17207384,0.23532659
num_mlp_0_0_outputs,6,0.16750649,0.041109826,-0.18470159,0.12558787,0.20107265
num_mlp_0_0_outputs,7,0.16871127,-0.046699777,-0.19191204,0.10573497,0.12744409
num_mlp_0_0_outputs,8,-0.3230766,-0.39361534,-0.593713,-0.33925873,-0.3310294
num_mlp_0_0_outputs,9,0.4734089,0.21027076,0.101030424,0.23456202,0.29826963
num_mlp_1_0_outputs,0,-0.25508446,-0.21402867,-0.17956774,-0.11173166,-0.57780576
num_mlp_1_0_outputs,1,0.23926705,0.15843545,0.19955195,0.25034222,-0.19787104
num_mlp_1_0_outputs,10,-0.19264114,0.4840469,0.072801925,-0.20236301,0.57400316
num_mlp_1_0_outputs,11,-0.04031758,0.11434926,0.1869073,0.10499556,-0.05625527
num_mlp_1_0_outputs,12,-0.2225143,-0.63158196,0.21547136,0.06729619,-0.24400699
num_mlp_1_0_outputs,13,-0.2184248,-0.031397328,0.35475472,-0.4016358,-0.2978775
num_mlp_1_0_outputs,14,0.3285227,0.30785394,0.2834252,0.014528762,-0.2417789
num_mlp_1_0_outputs,15,-0.20276228,-0.15306334,0.13720791,-0.03552684,-0.15633686
num_mlp_1_0_outputs,2,-0.18153684,-0.1488079,0.14451958,-0.064074904,-0.23403834
num_mlp_1_0_outputs,3,0.41118535,0.30564904,0.12097635,0.26912755,-0.24137901
num_mlp_1_0_outputs,4,0.11542309,0.016531853,-0.17216915,-0.00954574,-0.4111397
num_mlp_1_0_outputs,5,-0.29874548,-0.5668057,-0.23681143,-0.2943042,-0.5210104
num_mlp_1_0_outputs,6,-0.266437,-0.31657204,-0.06093088,-0.22925448,-0.47991002
num_mlp_1_0_outputs,7,0.1231433,0.07073025,0.03010373,-0.41389912,0.18856579
num_mlp_1_0_outputs,8,0.2615899,0.21554792,0.5147076,0.067031465,-0.19908786
num_mlp_1_0_outputs,9,-0.040965833,-0.096349366,0.04715738,0.02652357,-0.22344041
num_mlp_2_0_outputs,0,-0.25323635,-0.8393771,0.61344737,0.27907807,0.24537155
num_mlp_2_0_outputs,1,-0.29922563,-0.2514945,0.16401528,-0.08543012,-0.08286556
num_mlp_2_0_outputs,10,-0.34292927,0.18437448,0.24207887,0.46583396,0.5840731
num_mlp_2_0_outputs,11,-0.26104617,-0.50354606,0.27468345,0.069174424,0.12027824
num_mlp_2_0_outputs,12,-0.15652195,0.030945702,0.3886895,0.32742673,0.25769183
num_mlp_2_0_outputs,13,-0.8752207,-0.9223644,1.089979,0.8238897,0.75914913
num_mlp_2_0_outputs,14,-0.38709655,-0.5031998,0.583494,0.75910467,0.28792745
num_mlp_2_0_outputs,15,-0.34993228,-0.27453598,0.4457011,0.41024616,0.38625124
num_mlp_2_0_outputs,2,-0.8418061,-0.41746402,0.11069763,0.14675577,0.18607184
num_mlp_2_0_outputs,3,-0.28236997,-0.40640175,0.60070163,0.4085254,0.40035576
num_mlp_2_0_outputs,4,0.3221898,0.38988602,-0.109631576,-0.21389069,-0.19604604
num_mlp_2_0_outputs,5,-0.12074224,-0.49024227,0.45857796,0.43968377,0.048898634
num_mlp_2_0_outputs,6,-0.6958294,-0.7056629,-0.12460119,-0.15079583,-0.40885216
num_mlp_2_0_outputs,7,-0.26383835,-0.3487623,0.85533845,0.38474032,0.6722435
num_mlp_2_0_outputs,8,-0.7739651,-0.22792107,0.6013278,0.32787636,0.2152013
num_mlp_2_0_outputs,9,-0.18677132,-0.19180803,0.87140393,0.56227386,0.2747534
ones,_,0.24094652,-0.6281791,0.6123973,0.1611248,-0.41193026
