feature,value,0,1,2,3,4,5,<s>
attn_0_2_outputs,3,-0.11227412,-0.50026786,0.02516581,0.10086048,-0.42891908,-0.08534572,0.34137893
attn_0_2_outputs,4,0.33509758,-0.34665862,-0.03356131,0.0018361179,-0.22195122,0.20724997,0.29579502
attn_0_2_outputs,5,0.17788936,-0.36994204,0.0455293,-0.12126152,-0.4134579,0.251106,-0.1496018
attn_0_2_outputs,<pad>,-0.3546219,0.07078884,-0.12499327,-0.23816325,-0.3691947,-0.078046024,-0.00536017
attn_0_2_outputs,<s>,0.39539388,0.07341722,-0.6171664,1.2309244,0.00769209,-1.2593776,-0.3474862
attn_0_3_outputs,0,0.44890046,-0.3359606,-0.22055927,-0.09390048,-0.8243774,-0.071739286,-4.801028
attn_0_3_outputs,1,-0.29866976,-0.27804428,-0.043449514,0.061786067,-0.3004095,-0.12906682,0.5881325
attn_0_3_outputs,2,-0.20055307,-0.33768022,-0.16167092,0.23019658,-0.17548805,-0.07078959,0.8948988
attn_0_3_outputs,3,-0.11820502,-0.27355227,0.21845463,0.14691675,-0.06787164,0.14356646,0.9715314
attn_0_3_outputs,4,0.056820486,-0.34442598,0.21977645,0.3182591,-0.15338238,0.12974654,0.815274
attn_0_3_outputs,5,-0.2277708,-0.44634408,0.085607596,0.22207302,-0.2618782,0.025747078,0.8887147
attn_0_3_outputs,<pad>,-0.03920513,-0.49274623,0.20448628,0.15914391,0.64295954,0.037001852,-0.2680622
attn_0_3_outputs,<s>,-6.671523,0.019160269,0.106909,0.24083549,0.09697068,-0.08546524,3.8880587
attn_1_0_outputs,0,0.4597327,0.117643796,0.23455323,0.22176893,-0.016325751,-0.055394493,-0.14345434
attn_1_0_outputs,1,0.14123067,-0.23383604,0.04669313,-0.06789948,-0.8579911,-0.21022879,-0.64215577
attn_1_0_outputs,2,0.45112723,0.26650602,0.23913462,0.50478923,0.0077623436,0.29369536,0.1549394
attn_1_0_outputs,3,0.21231197,0.024831653,0.2567323,0.079585224,-0.15324742,0.058350764,-0.59115505
attn_1_0_outputs,4,0.34168184,0.25039938,0.42041337,0.43261734,0.11293283,0.10825633,-2.0529764
attn_1_0_outputs,5,0.3266211,0.047365405,0.23682234,0.25992584,-0.23222055,-0.08634979,-0.11886431
attn_1_0_outputs,<pad>,-0.19269246,-0.27902502,-0.040383026,-0.7376897,-0.49301714,0.4077811,0.56306976
attn_1_0_outputs,<s>,-0.121024735,-0.18479711,-0.060618605,-0.04133478,-1.5030979,-0.23732102,3.581403
attn_1_1_outputs,0,-0.12339608,0.46885103,0.22254334,0.18232691,0.02540912,-0.021947013,-0.92116517
attn_1_1_outputs,1,0.24014561,0.47974867,0.18578233,0.27678317,-0.17466152,0.16576621,0.06564874
attn_1_1_outputs,2,0.32976934,0.65968615,0.34252116,0.4434937,0.03314228,0.33572,0.22505926
attn_1_1_outputs,3,-0.0081827985,0.2363076,0.0112676155,0.047747493,-0.37895596,-0.031789202,-0.24871832
attn_1_1_outputs,4,0.12911683,0.22247687,0.018117268,0.15108271,0.06339374,0.13612781,-0.5817406
attn_1_1_outputs,5,0.099496566,0.44404745,0.23333476,0.4089471,-0.5294015,0.359879,-0.24107072
attn_1_1_outputs,<pad>,-0.58566964,-0.0819285,0.14943098,-0.1450878,-0.22248928,0.29630977,0.020422522
attn_1_1_outputs,<s>,0.17453878,0.28194055,0.050828982,0.079242125,-1.15228,0.03683348,1.3102442
attn_1_2_outputs,0,-0.13322839,0.08810857,0.31436414,0.12482508,0.14119263,-0.056022387,-0.6991515
attn_1_2_outputs,1,-0.28098446,-0.09919233,0.30852458,0.06915184,0.102954865,-0.121987164,0.09015506
attn_1_2_outputs,2,-0.41395247,-0.16553473,-0.058085937,-0.014579807,0.005065797,-0.17504828,-0.07659138
attn_1_2_outputs,3,-0.16156907,0.15023234,0.4073622,0.09996198,0.12982965,-0.06239513,0.18170622
attn_1_2_outputs,4,-0.023032987,0.18075214,0.5065773,0.26725253,0.28876787,0.13996948,-0.30783698
attn_1_2_outputs,5,-0.18672039,-0.09107379,0.2869288,0.11285163,0.063699566,-0.1600195,-0.007870638
attn_1_2_outputs,<pad>,-0.26276463,0.22704066,-0.34527445,-0.08813761,-0.10422437,0.2502177,0.37376815
attn_1_2_outputs,<s>,-0.44510907,-0.16267204,0.14803009,-0.11389843,-0.21508716,-0.11365968,0.49336907
attn_1_3_outputs,0,-0.17854942,0.3042471,0.4059049,0.15765056,0.12870759,0.10802708,0.21699716
attn_1_3_outputs,1,0.3023915,-0.6931275,0.22223768,-0.02152036,-0.09710328,0.1953517,-0.6481176
attn_1_3_outputs,2,0.6039163,0.603254,-0.61382663,0.51008165,0.2083514,0.4292803,-0.36541247
attn_1_3_outputs,3,0.40605703,0.16014789,0.27297965,-0.20501636,-0.10723281,0.17115901,-0.14130576
attn_1_3_outputs,4,0.66906524,0.44042122,0.5750744,0.4922031,-0.4987177,0.33908755,-0.022365667
attn_1_3_outputs,5,0.28151542,0.18191613,0.17115672,0.023428662,-0.23034318,-1.2113926,-0.6840167
attn_1_3_outputs,<pad>,-0.16185486,0.2567017,-0.37014198,-0.22223659,0.39231974,0.50928617,0.10914589
attn_1_3_outputs,<s>,0.46116924,-0.23678488,0.057641335,-0.17760359,-0.3737363,-0.36496866,-0.119230874
attn_2_0_outputs,0,1.538939,-0.39078933,-0.45480746,-0.15939513,-0.6267755,-0.5270194,-0.6953551
attn_2_0_outputs,1,-0.23802862,2.0452478,-0.26976636,-0.63983625,-0.90075535,-0.36506906,-0.060462542
attn_2_0_outputs,2,-0.29781336,-0.07169594,1.9831451,-0.714188,-0.7298371,-0.93885946,-0.028480172
attn_2_0_outputs,3,-0.06280576,-0.06965173,-0.0016001711,2.0559158,-0.56552,-1.0235965,-0.029910296
attn_2_0_outputs,4,-0.04737088,-0.2902641,-0.39750072,-0.50171727,2.0104551,-0.40999675,-0.6793379
attn_2_0_outputs,5,-0.4487997,-0.16453086,-0.5686595,-1.0453175,-0.9081104,2.679111,-0.36802587
attn_2_0_outputs,<pad>,0.0012945699,-0.080061264,0.18031381,-0.15489401,-0.43777168,0.09286573,0.4252754
attn_2_0_outputs,<s>,0.5198455,0.004046541,-0.05533566,0.15266638,-0.36589298,0.052846197,1.0030644
attn_2_1_outputs,0,0.39549035,0.35679102,0.045253087,-0.3035586,-0.06977709,-0.18152334,-0.16931333
attn_2_1_outputs,1,0.28509194,0.19240113,0.06473434,0.26277715,-0.4694005,-0.5581997,0.89044136
attn_2_1_outputs,2,-0.01245582,-0.2791139,0.13066962,-0.17810297,-0.62618345,-0.27285162,0.9277507
attn_2_1_outputs,3,0.25970405,-0.23615213,0.10136607,0.3100056,-0.4143248,0.018531049,0.53571177
attn_2_1_outputs,4,0.691422,0.30712223,0.6929011,0.3793024,-0.031814042,0.36846352,-0.6907009
attn_2_1_outputs,5,0.327291,0.44813296,0.20954423,0.58999175,-0.23660305,-0.22971225,1.0405142
attn_2_1_outputs,6,0.19991751,-0.2247575,0.17677383,-0.15138431,-0.5652119,-0.1443219,-0.6350342
attn_2_1_outputs,7,0.3905215,0.3687451,0.3491804,0.36127084,-0.12175234,-0.13833968,0.8885529
attn_2_2_outputs,0,-0.12646593,-0.03210933,0.17397319,0.32257825,-0.35492054,0.0470804,0.9731279
attn_2_2_outputs,1,-0.28811562,-0.025980799,-0.31138355,-0.20415972,-0.91826296,-0.36436966,-0.96373993
attn_2_2_outputs,2,0.11749415,0.03206372,0.31153616,0.57960534,-0.6352585,-0.004026137,-0.7208155
attn_2_2_outputs,3,0.39691922,-0.018650848,0.24124111,0.51107955,-0.556612,-0.20156531,-0.33113244
attn_2_2_outputs,4,-0.33393532,-0.1636061,0.06358797,0.19989847,0.4165764,0.10059123,-0.7864787
attn_2_2_outputs,5,0.18985605,0.1268606,0.2523004,0.33263412,-0.4560827,0.25734368,-0.07053269
attn_2_2_outputs,<pad>,-0.17225239,0.18539038,0.4113838,0.43557304,-0.28495955,0.36658466,-0.00034979222
attn_2_2_outputs,<s>,0.21555749,-0.05248494,0.123042315,0.13414791,-0.10151869,0.047751438,-0.80738395
attn_2_3_outputs,0,-0.73431283,0.28158188,0.033906594,0.023174562,0.11805812,0.3275659,0.21290985
attn_2_3_outputs,1,0.15837504,0.079583414,0.14324763,0.2470855,0.18504865,-0.011323048,-1.6810741
attn_2_3_outputs,2,-1.1817297,-0.20221059,-0.2673907,-0.29011437,-0.6354157,-0.4696543,3.3178787
attn_2_3_outputs,3,0.45599115,0.19679542,-0.08228995,0.119917676,-0.111409776,-0.24165346,0.09316443
attn_2_3_outputs,4,0.5620865,0.3817242,0.20650323,0.41824538,0.40601173,0.19766861,-1.1460248
attn_2_3_outputs,5,0.24999748,0.42824382,0.37338883,0.4343921,0.2862354,0.04630005,-2.1236567
attn_2_3_outputs,6,0.062179673,-0.19648741,-0.3094622,-0.039559003,-0.026221948,-0.33416286,0.95111966
attn_2_3_outputs,7,0.086338736,0.2920449,0.21753566,0.2845176,-0.06676831,-0.016377501,-0.6378681
attn_3_0_outputs,0,0.01276994,0.6175627,-0.21484698,-0.19313504,0.18832529,-0.2133993,0.30931455
attn_3_0_outputs,1,0.10817488,-0.3794422,0.18959099,0.14519174,-0.44844174,0.51240146,-0.81640613
attn_3_0_outputs,2,0.32431749,-0.03296557,0.3116121,0.19005872,-0.15074992,0.04817376,-1.841006
attn_3_0_outputs,3,0.6314103,0.35285413,0.49072632,0.35165393,-0.012643366,0.5441906,-2.290903
attn_3_0_outputs,4,0.48645762,0.059073564,0.2121467,-0.03504221,-0.6033423,0.14890465,-1.9701177
attn_3_0_outputs,5,-0.72327155,-0.064583875,0.29239097,0.37895954,-0.14064257,0.8852108,-0.90546054
attn_3_0_outputs,6,0.40281823,0.07512449,0.54099196,0.32740524,0.01978722,0.986739,-1.8013816
attn_3_0_outputs,7,-0.16054085,0.18112938,0.002019905,0.34505337,-0.18636255,-0.20982279,0.42310706
attn_3_1_outputs,0,-0.040656842,0.089680865,0.13789015,0.06801322,0.18172552,0.2791936,0.039366473
attn_3_1_outputs,1,0.28880548,0.56938535,0.28373232,-0.38328227,0.2888059,0.30006796,0.41872954
attn_3_1_outputs,2,-0.31074524,-0.37158763,-0.47029966,1.1652086,-0.4795899,-0.56493807,-0.7031036
attn_3_1_outputs,3,0.67349017,0.4640057,0.3142431,-0.6190435,0.23139869,0.37947753,-0.09813015
attn_3_1_outputs,4,0.50564253,0.36985508,0.34980938,-0.8432839,-0.06068399,-0.41462722,0.104022495
attn_3_1_outputs,5,0.7264962,0.45319468,0.24899772,0.3317413,0.15211628,0.2484498,-0.036553632
attn_3_1_outputs,6,0.2679647,0.72820586,0.18525061,-1.5527586,0.028758276,0.3177208,-0.235187
attn_3_1_outputs,7,-0.24923387,-0.36889446,-0.70047176,2.006089,-0.32679477,-0.35356018,-0.35781017
attn_3_2_outputs,0,0.35039902,0.013175893,0.23200701,1.2335515,-0.096720815,0.31590918,-2.862748
attn_3_2_outputs,1,0.31510708,-0.020906733,-0.095853046,-7.0225806,0.036528736,0.273441,2.237543
attn_3_2_outputs,2,0.17045322,-0.16412896,-0.2789216,-4.7238126,-0.108563535,0.1501034,1.8157223
attn_3_2_outputs,3,0.09010627,0.14375366,-0.22941595,1.4145042,-0.38935584,-0.48203138,-2.8159618
attn_3_2_outputs,4,0.23026448,-0.06866882,-0.1873011,-3.335283,-0.15240584,0.23468651,1.297914
attn_3_2_outputs,5,0.46280348,0.1501624,0.010225292,-3.581591,0.18464722,0.39982304,1.9123977
attn_3_2_outputs,6,0.48313564,0.1188206,0.037436392,-2.5621064,0.08921877,0.41448227,1.1013263
attn_3_2_outputs,7,0.5099187,0.23835115,0.090094626,-0.2538114,0.14972632,0.5124061,0.0363023
attn_3_3_outputs,0,0.06053832,0.03479172,0.03655413,-0.32208526,-0.37324935,0.3631278,-0.36810145
attn_3_3_outputs,1,0.496152,0.16966408,-0.031675577,0.17801252,-0.115035966,-1.4018883,-0.013745728
attn_3_3_outputs,2,1.2986503,0.25872263,-0.49565238,0.06720882,-0.2490781,0.24923016,-4.077591
attn_3_3_outputs,3,0.16612676,-0.059431452,-0.38477352,0.009032155,-0.29274812,0.110076286,-0.3338806
attn_3_3_outputs,4,0.14736016,0.07129222,-0.08536605,0.063375406,-0.3861732,0.37203753,-0.20814487
attn_3_3_outputs,5,-0.33714983,-0.10959429,-0.24717247,0.10480928,-0.24445984,-0.3602946,0.20817174
attn_3_3_outputs,6,-0.20656092,-0.013137177,-0.29215363,-0.03940266,-0.22162239,-0.16855843,3.1435726
attn_3_3_outputs,7,0.11432858,0.18245405,-0.074380115,0.066533774,-0.13401936,0.3958622,0.79471755
mlp_0_0_outputs,0,0.25244278,0.7897442,0.6279653,0.516362,-0.18195811,1.1909529,-6.2270436
mlp_0_0_outputs,1,0.041378442,0.10469555,-0.14743137,-0.3436511,0.63666123,-0.039208356,0.032731157
mlp_0_0_outputs,2,-0.92516726,-0.985047,-0.092309415,-0.43005428,0.59766346,-0.52997595,0.483623
mlp_0_0_outputs,3,-0.8082293,-0.038374152,0.003287238,-0.22612227,0.75089496,-0.22469547,1.1639371
mlp_0_0_outputs,4,-0.02540867,0.107094646,-0.39372998,-0.12878008,0.19452132,-0.2607041,0.31509745
mlp_0_0_outputs,5,0.25147134,0.20637205,0.13715586,0.06401738,1.2928765,0.8671065,1.1237136
mlp_0_0_outputs,6,-0.40447393,-0.21559337,-0.32283357,-0.35380027,0.16072442,0.24243854,-0.214363
mlp_0_0_outputs,7,1.3478671,-0.46100917,1.1684442,1.2010036,-2.683122,0.53705645,6.6890717
mlp_0_1_outputs,0,0.74927354,0.5992438,-0.1845994,2.5074503,-0.026706887,-0.41593516,-6.447482
mlp_0_1_outputs,1,-0.13122426,-0.29978403,-0.33187035,-0.08931869,-0.64045566,-0.39394215,0.61210626
mlp_0_1_outputs,2,0.90315425,0.9243645,0.78378373,0.6745418,0.47465795,0.7650136,-2.0708122
mlp_0_1_outputs,3,-0.06260237,0.7398413,0.6491901,0.34667647,0.6347394,0.10041929,-3.4790936
mlp_0_1_outputs,4,-1.6225812,-0.19017953,-1.1945637,-0.9830265,-0.9207449,1.9811891,1.5734471
mlp_0_1_outputs,5,-0.50226974,-0.21123777,-0.2775363,-0.27487102,-0.48797825,-0.17053638,0.39435405
mlp_0_1_outputs,6,1.3747216,0.51233125,0.9035165,0.8894618,0.7050252,0.8658058,-3.3370602
mlp_0_1_outputs,7,-2.227022,-1.9096571,-2.1315374,-2.2667384,-0.7001733,-3.039016,8.554575
mlp_1_0_outputs,0,0.11892407,0.45554307,-0.15360278,-0.13278224,-0.14187358,0.37810513,0.23591195
mlp_1_0_outputs,1,-0.054456335,0.55905807,-0.31754997,-0.37609354,-0.04615631,1.2834642,0.42609417
mlp_1_0_outputs,2,-0.1330306,0.37309495,0.27816197,0.2941427,0.6920563,0.10640469,1.688427
mlp_1_0_outputs,3,-0.5593528,0.34841302,0.24511807,0.47533807,-0.10152541,0.10538713,-0.09748333
mlp_1_0_outputs,4,-0.6827013,0.095659085,-0.4596742,0.22738512,0.0018610574,-0.30310252,0.34257787
mlp_1_0_outputs,5,-0.26767725,-0.15085034,-0.0049218168,-0.054321487,0.9608657,0.46088707,-3.3802397
mlp_1_0_outputs,6,0.58275676,1.0096399,0.28985924,1.138014,0.49395016,0.35498697,-3.3208175
mlp_1_0_outputs,7,-0.4802406,0.15804261,0.040098876,0.17615007,-0.057545695,-0.591607,0.838065
mlp_1_1_outputs,0,0.094480045,-0.07898618,-0.040721618,-0.71765554,0.35048497,-0.17107315,-0.13387753
mlp_1_1_outputs,1,0.20351216,0.3809324,0.093473785,0.32603112,0.17475384,-0.08998141,1.0498319
mlp_1_1_outputs,2,-0.8773015,-0.12458351,-0.47742543,-0.07921774,-0.561828,-0.37060595,1.467881
mlp_1_1_outputs,3,0.4838002,-0.2505455,-0.11033752,-0.19252686,0.04890806,-0.23392001,-0.21634601
mlp_1_1_outputs,4,0.7881944,0.41230798,0.8388103,0.45852822,0.30719522,1.0289824,0.65881497
mlp_1_1_outputs,5,0.5732196,0.3441659,0.2727739,0.33811438,0.74233216,0.25947544,-5.346356
mlp_1_1_outputs,6,-0.07532666,-0.11449371,-0.41019517,-0.02833255,-0.6439543,-0.4452604,1.7828557
mlp_1_1_outputs,7,0.99765915,0.6920252,0.6686399,0.79004335,0.4145644,0.83585244,-0.95323765
mlp_2_0_outputs,0,-2.2775173,-2.5105615,-2.6154828,-3.2468972,-2.8218381,-2.858257,11.759604
mlp_2_0_outputs,1,0.8113585,0.099250905,1.0059874,0.28478286,1.361075,1.0990413,-14.496795
mlp_2_0_outputs,2,0.15025575,0.34542325,-0.12993377,1.1476254,-0.2683076,0.78988814,-2.157516
mlp_2_0_outputs,3,0.5317309,0.76825845,0.6444757,1.1709869,0.07197201,-0.3259208,-11.452186
mlp_2_0_outputs,4,0.20954232,0.56797665,0.47598985,0.53340685,0.22526142,0.09345823,-1.8453431
mlp_2_0_outputs,5,0.20731692,0.6857067,0.4758576,-0.1383649,-0.19713086,-0.72409445,-0.24114405
mlp_2_0_outputs,6,-0.033659313,-0.039407685,-0.18487296,0.2903845,0.1100942,-0.093283474,0.55866736
mlp_2_0_outputs,7,0.12609126,-0.07199784,-0.1906365,0.3982267,0.02078146,-0.17116551,0.073809706
mlp_2_1_outputs,0,-0.5322898,0.9036362,-0.18711236,-0.39797795,-1.3885102,-0.030168649,3.468026
mlp_2_1_outputs,1,-0.2839984,0.01630867,0.2028782,-0.027906772,-0.078821495,-0.15841988,-0.09481055
mlp_2_1_outputs,2,-0.1349652,1.1794388,0.16972214,-0.083093226,1.7958179,0.34057242,-4.6996703
mlp_2_1_outputs,3,-0.13016349,-1.7990824,0.066934265,-0.10891022,-3.5448973,0.12996453,6.4134784
mlp_2_1_outputs,4,-0.02963159,1.175806,0.22491911,-0.026564876,1.4050965,0.19707702,-4.3640304
mlp_2_1_outputs,5,-0.20494789,0.5404814,0.2752454,-0.08980313,1.1568898,0.25559637,-1.677918
mlp_2_1_outputs,6,0.023501663,0.95590645,-0.12991026,-0.31281638,0.49482787,-0.023123091,-3.4069831
mlp_2_1_outputs,7,0.06083165,-0.06850127,0.4561931,-0.23482758,-1.4832681,0.11168749,1.6251291
mlp_3_0_outputs,0,0.26258728,-0.14632145,-0.070751175,1.1716726,-0.16710839,-0.17527668,0.4127337
mlp_3_0_outputs,1,-0.62929344,-0.3614527,-0.44802177,1.1372024,-0.10084882,0.3193258,1.0054164
mlp_3_0_outputs,2,-0.35169873,-0.28933474,-0.35657525,0.7766922,-0.39056987,-0.109122,4.1004214
mlp_3_0_outputs,3,-0.16152896,0.13889931,-0.278783,1.1535751,-0.235938,0.04930715,-0.02502552
mlp_3_0_outputs,4,-0.23132136,-0.04688307,-0.46513999,1.2469572,-0.49693558,0.5997999,-0.16573909
mlp_3_0_outputs,5,0.30168653,0.04613894,0.7162524,1.4637586,0.62353104,1.0107398,-8.008297
mlp_3_0_outputs,6,-0.40936965,-0.2076063,-0.12038044,0.78595364,-0.45706362,0.4851393,1.2680334
mlp_3_0_outputs,7,-0.07595322,-0.023763034,0.017749913,1.1033036,-0.004856605,0.42853498,-0.31821015
mlp_3_1_outputs,0,-0.14513673,-0.07161423,0.92620873,-0.04635912,0.61382705,-0.17841196,-0.016795242
mlp_3_1_outputs,1,-0.4755192,-0.15335932,-0.09327019,-0.109664895,-0.07467917,-0.39928198,-0.3126278
mlp_3_1_outputs,2,-0.088996775,0.098897,1.205073,0.19296008,0.58563435,0.03316372,-0.4933488
mlp_3_1_outputs,3,0.36610532,0.87114453,2.3410382,0.9030193,-0.67852265,0.7158196,0.9087513
mlp_3_1_outputs,4,-0.006800145,-0.5490658,-0.012622094,-0.019532876,0.03600642,0.1515875,-0.67262965
mlp_3_1_outputs,5,-0.05598132,-0.44762668,0.025059642,-0.20301229,-0.33021727,0.34700045,-0.53659576
mlp_3_1_outputs,6,0.2053495,0.35413978,1.4829663,0.5081512,0.6288986,0.47186744,-0.02908367
mlp_3_1_outputs,7,-0.2932149,-0.28406993,0.45027778,-0.13108563,-0.086171135,-0.17210105,-0.27028114
num_attn_0_0_outputs,_,-1.2550864,-1.0624433,-1.2455642,-1.1844742,5.8961053,-0.37375098,-0.51207614
num_attn_0_1_outputs,_,-3.0505204,-2.8294442,0.29319337,5.269143,-0.14569955,0.88583046,1.377178
num_attn_0_2_outputs,_,0.7316133,0.098040774,0.14918868,-4.0149026,0.30579108,0.89275545,1.1184129
num_attn_0_3_outputs,_,1.0969993,0.466669,-4.834153,0.90216124,0.5039995,1.6050936,2.5342755
num_attn_1_0_outputs,_,-0.5811808,0.07395138,1.8306252,-0.03855981,0.0383356,-0.29025054,-1.3069444
num_attn_1_1_outputs,_,-0.4816694,-0.2572931,0.24115637,0.35578468,0.3001741,-0.21827446,-1.2399533
num_attn_1_2_outputs,_,-0.24958603,1.7590109,0.025449468,-0.5377372,0.009499787,0.57144916,-0.02199974
num_attn_1_3_outputs,_,-0.35775763,-0.51008856,0.9848559,-0.49853602,-0.82467926,-0.5741961,-0.19725595
num_attn_2_0_outputs,_,1.2294949,0.0931455,-0.1707167,0.08887363,0.16015738,0.40574366,-0.45231748
num_attn_2_1_outputs,_,3.7478049,-1.8695629,-0.3248513,-5.0411525,0.5388499,-0.48665243,0.422273
num_attn_2_2_outputs,_,0.82504,0.49140733,0.2299738,0.702897,0.29320487,-3.0110583,1.3986464
num_attn_2_3_outputs,_,-0.08984495,1.9436834,0.12993747,-0.012543187,-0.07151864,0.12204962,-1.4550325
num_attn_3_0_outputs,_,0.18158464,-0.2175356,0.17116857,0.17470083,0.14757884,0.13576931,0.16657689
num_attn_3_1_outputs,_,0.16777778,0.25281754,-0.2213116,-0.4636635,0.105219945,0.14153442,0.004462146
num_attn_3_2_outputs,_,0.75068444,0.49709964,0.6467741,0.83933246,-1.3596174,0.58083564,0.8122588
num_attn_3_3_outputs,_,-1.4879524,0.58353233,0.78893447,0.59973675,0.39828357,1.5147763,0.8307001
num_mlp_0_0_outputs,0,0.26632524,-0.7109153,0.15092956,0.17604217,-0.012919011,0.022380123,1.5941173
num_mlp_0_0_outputs,1,0.013021319,-1.1183317,0.061578743,-0.03938228,-0.095766984,-0.29462937,1.1292846
num_mlp_0_0_outputs,2,-0.06138434,-1.3269901,-0.10735501,-0.047033563,-0.19598337,-0.3519752,1.4885678
num_mlp_0_0_outputs,3,0.35317922,-3.097438,0.34272137,0.45048213,-0.0013288448,0.31658491,1.946278
num_mlp_0_0_outputs,4,0.13296251,-1.0059749,0.07498967,0.14505437,-0.025237387,-0.12107157,1.9701637
num_mlp_0_0_outputs,5,0.31737792,0.38438088,0.07629669,0.2046186,-0.15340316,-0.08180038,-2.2016733
num_mlp_0_0_outputs,6,0.18280292,-0.86589557,0.10655257,0.14311476,-0.043326817,-0.19822574,1.7518997
num_mlp_0_0_outputs,7,0.3744945,-0.8072531,0.17082007,0.1390666,0.04914189,-0.08707966,1.2565953
num_mlp_0_1_outputs,0,0.0048574302,-0.036551405,-0.04113222,0.99229914,-0.19862618,-0.36718154,-2.8800173
num_mlp_0_1_outputs,1,-0.32173154,-0.15935658,0.027090667,-1.0383025,-0.34755456,-0.42858014,1.7591661
num_mlp_0_1_outputs,2,-0.222275,0.015060348,0.2919521,-0.68285084,-0.09151615,-0.21777706,1.8889587
num_mlp_0_1_outputs,3,-0.15053381,-0.26528236,0.36626422,0.45350665,-0.34799156,0.23485132,-3.1120183
num_mlp_0_1_outputs,4,-0.36920413,-0.12969169,0.106171854,-0.57581335,-0.28978652,-0.3845162,1.4328774
num_mlp_0_1_outputs,5,-0.16302517,0.0119464835,0.05779155,-0.7889614,-0.25107637,-0.22623082,1.6973395
num_mlp_0_1_outputs,6,-0.24511348,-0.01829068,0.23872733,-0.6020211,-0.3713435,-0.4295235,1.572892
num_mlp_0_1_outputs,7,-0.1869507,-0.07239915,-0.13147037,-0.3541238,-0.19647919,-0.46125162,0.48898026
num_mlp_1_0_outputs,0,0.08810017,-0.106644884,0.22425981,0.05772348,-0.20007008,0.18742725,-0.16809456
num_mlp_1_0_outputs,1,0.50808495,0.84255683,0.07387273,0.69696236,-0.06659561,0.43680826,-4.1265063
num_mlp_1_0_outputs,2,-0.06668193,-3.8005278,1.132473,-0.14440358,-0.66752535,2.7540755,0.8478125
num_mlp_1_0_outputs,3,0.08038322,-0.4722291,0.29308596,-0.13378312,-0.24270995,0.07774304,0.2509234
num_mlp_1_0_outputs,4,-0.49633098,-6.175878,-0.61328137,-0.2409272,-0.59155893,-0.32311985,7.845709
num_mlp_1_0_outputs,5,0.1327775,1.0564752,-0.12196224,0.14230524,-0.103001,-0.19286188,-4.8157535
num_mlp_1_0_outputs,6,0.09141362,-0.7119274,-0.06083466,-0.030081572,-0.42153037,0.033818148,0.3709151
num_mlp_1_0_outputs,7,0.17589054,-0.6530514,0.03932371,-0.0791656,-0.31649548,0.14800374,0.6590566
num_mlp_1_1_outputs,0,0.023032919,0.18141346,-0.4369789,-0.08972061,-0.33423752,0.2596217,0.9320635
num_mlp_1_1_outputs,1,-0.0738129,0.12528686,-0.44671163,-0.07535703,-0.4005119,0.15864389,0.7134789
num_mlp_1_1_outputs,2,-0.17759575,0.07792292,-0.3039314,-0.13207413,-0.082653485,0.22869298,0.43455774
num_mlp_1_1_outputs,3,-0.017110107,-0.050328452,-0.31613076,-0.14405942,-0.07959596,-0.24255772,0.15038103
